# TOTAL_GENES = 18880
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
BALLIF_DEVELOPMENTAL_DISABIL...          SET      13      0.42396     0.011121      0.22171      0.02793 BALLIF_DEVELOPMENTAL_DISABILITY_P16_P12_DELETION
BANDRES_RESPONSE_TO_CARMUSTI...1         SET      32     -0.20456   -0.0084146      0.14422      0.92195 BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_24HR_DN
BANDRES_RESPONSE_TO_CARMUSTI...2         SET       8     -0.20791   -0.0042789       0.2726      0.77717 BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_24HR_UP
BANDRES_RESPONSE_TO_CARMUSTI...3         SET     151    -0.093062   -0.0082895      0.06839       0.9132 BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_48HR_DN
BANDRES_RESPONSE_TO_CARMUSTI...4         SET      18    -0.051511   -0.0015898      0.16979       0.6192 BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_48HR_UP
BANDRES_RESPONSE_TO_CARMUSTI...5         SET       9      0.56148     0.012256      0.32944      0.04417 BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_24HR_DN
BANDRES_RESPONSE_TO_CARMUSTI...6         SET      12      0.26126    0.0065847      0.22469      0.12247 BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_24HR_UP
BANDRES_RESPONSE_TO_CARMUSTI...7         SET      30     0.052494    0.0020909       0.1564      0.36857 BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_48HR_DN
BANDRES_RESPONSE_TO_CARMUSTI...8         SET      18    -0.051988   -0.0016045      0.19396      0.60566 BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_48HR_UP
BANG_VERTEPORFIN_ENDOMETRIAL...1         SET      14     -0.14053   -0.0038255      0.21144      0.74686 BANG_VERTEPORFIN_ENDOMETRIAL_CANCER_CELLS_DN
BANG_VERTEPORFIN_ENDOMETRIAL...2         SET      18     -0.15366   -0.0047424      0.20404      0.77429 BANG_VERTEPORFIN_ENDOMETRIAL_CANCER_CELLS_UP
BARIS_THYROID_CANCER_DN                  SET      54     0.079776    0.0042605      0.11249      0.23911 BARIS_THYROID_CANCER_DN
BARIS_THYROID_CANCER_UP                  SET      23    -0.042318   -0.0014762      0.16525      0.60106 BARIS_THYROID_CANCER_UP
BARRIER_CANCER_RELAPSE_NORMA...1         SET      29     -0.40904    -0.016019      0.14116      0.99812 BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_DN
BARRIER_CANCER_RELAPSE_NORMA...2         SET      31      -0.1034   -0.0041864      0.14553      0.76128 BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_UP
BARRIER_CANCER_RELAPSE_TUMOR...1         SET      10    0.0059845    0.0001377      0.24164      0.49012 BARRIER_CANCER_RELAPSE_TUMOR_SAMPLE_DN
BARRIER_CANCER_RELAPSE_TUMOR...2         SET      15      0.33414    0.0094149      0.18987     0.039228 BARRIER_CANCER_RELAPSE_TUMOR_SAMPLE_UP
BARRIER_COLON_CANCER_RECURRE...1         SET      15     0.017291   0.00048718      0.23035      0.47008 BARRIER_COLON_CANCER_RECURRENCE_DN
BARRIER_COLON_CANCER_RECURRE...2         SET      39     0.070452    0.0031988      0.13056      0.29473 BARRIER_COLON_CANCER_RECURRENCE_UP
BASAKI_YBX1_TARGETS_DN                   SET     365    0.0077881    0.0010724     0.044514      0.43056 BASAKI_YBX1_TARGETS_DN
BASAKI_YBX1_TARGETS_UP                   SET     273     0.064533     0.007704     0.048877     0.093373 BASAKI_YBX1_TARGETS_UP
BASSO_B_LYMPHOCYTE_NETWORK               SET     138    -0.054657   -0.0046559     0.066909        0.793 BASSO_B_LYMPHOCYTE_NETWORK
BASSO_CD40_SIGNALING_DN                  SET      70     0.095499    0.0058043      0.10678      0.18557 BASSO_CD40_SIGNALING_DN
BASSO_CD40_SIGNALING_UP                  SET      98     -0.10352   -0.0074393     0.086798       0.8835 BASSO_CD40_SIGNALING_UP
BASSO_HAIRY_CELL_LEUKEMIA_DN             SET       5     -0.12259   -0.0019948      0.35571      0.63481 BASSO_HAIRY_CELL_LEUKEMIA_DN
BASSO_HAIRY_CELL_LEUKEMIA_UP             SET      77     0.072188    0.0046008      0.09941      0.23388 BASSO_HAIRY_CELL_LEUKEMIA_UP
BAUS_TFF2_TARGETS_DN                     SET      11      0.32051    0.0077343       0.2707      0.11822 BAUS_TFF2_TARGETS_DN
BAUS_TFF2_TARGETS_UP                     SET      31     0.074167    0.0030029      0.14653      0.30638 BAUS_TFF2_TARGETS_UP
BECKER_TAMOXIFEN_RESISTANCE_...1         SET      50      0.31605     0.016243      0.12592    0.0060419 BECKER_TAMOXIFEN_RESISTANCE_DN
BECKER_TAMOXIFEN_RESISTANCE_...2         SET      53     0.075376    0.0039881      0.11944      0.26401 BECKER_TAMOXIFEN_RESISTANCE_UP
BEGUM_TARGETS_OF_PAX3_FOXO1_...1         SET       7     -0.15356   -0.0029564       0.3819       0.6562 BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_AND_PAX3
BEGUM_TARGETS_OF_PAX3_FOXO1_...2         SET      45     -0.23736    -0.011575      0.13916      0.95596 BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_DN
BEGUM_TARGETS_OF_PAX3_FOXO1_...3         SET      54     0.046888    0.0025041      0.13021      0.35939 BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_UP
BEIER_GLIOMA_STEM_CELL_DN                SET      64     0.028117    0.0016343      0.10053      0.38986 BEIER_GLIOMA_STEM_CELL_DN
BEIER_GLIOMA_STEM_CELL_UP                SET      37      0.16159    0.0071468      0.13707      0.11922 BEIER_GLIOMA_STEM_CELL_UP
BENITEZ_GBM_PROTEASOME_INHIB...          SET      47    -0.098671   -0.0049171      0.11909      0.79631 BENITEZ_GBM_PROTEASOME_INHIBITION_RESPONSE
BENNETT_SYSTEMIC_LUPUS_ERYTH...          SET      29      0.24931    0.0097638      0.16606     0.066642 BENNETT_SYSTEMIC_LUPUS_ERYTHEMATOSUS
BENPORATH_CYCLING_GENES                  SET     620     0.056256     0.010026      0.03247     0.041596 BENPORATH_CYCLING_GENES
BENPORATH_EED_TARGETS                    SET     943    -0.032055   -0.0069829     0.030281       0.8551 BENPORATH_EED_TARGETS
BENPORATH_ES_1                           SET     352    -0.018241   -0.0024675      0.04251      0.66607 BENPORATH_ES_1
BENPORATH_ES_2                           SET      36     -0.26626    -0.011616      0.12919      0.98034 BENPORATH_ES_2
BENPORATH_ES_CORE_NINE                   SET       8    -0.062048    -0.001277      0.27435      0.58946 BENPORATH_ES_CORE_NINE
BENPORATH_ES_CORE_NINE_CORRE...          SET      96     0.028339    0.0020157     0.086218       0.3712 BENPORATH_ES_CORE_NINE_CORRELATED
BENPORATH_ES_WITH_H3K27ME3               SET    1025     0.012997    0.0029451     0.029378      0.32909 BENPORATH_ES_WITH_H3K27ME3
BENPORATH_MYC_MAX_TARGETS                SET     724     0.022257    0.0042742     0.029197      0.22295 BENPORATH_MYC_MAX_TARGETS
BENPORATH_MYC_TARGETS_WITH_E...          SET     209      0.00763   0.00079835     0.056082      0.44589 BENPORATH_MYC_TARGETS_WITH_EBOX
BENPORATH_NANOG_TARGETS                  SET     941    0.0035998   0.00078339     0.027913      0.44869 BENPORATH_NANOG_TARGETS
BENPORATH_NOS_TARGETS                    SET     173     0.018945    0.0018053     0.063737      0.38314 BENPORATH_NOS_TARGETS
BENPORATH_OCT4_TARGETS                   SET     276  -0.00067877  -8.1468e-05     0.051263      0.50528 BENPORATH_OCT4_TARGETS
BENPORATH_PRC2_TARGETS                   SET     591     0.011669     0.002032     0.038935       0.3822 BENPORATH_PRC2_TARGETS
BENPORATH_PROLIFERATION                  SET     145    -0.011364   -0.0009921     0.066169      0.56818 BENPORATH_PROLIFERATION
BENPORATH_SOX2_TARGETS                   SET     704     0.040786    0.0077278     0.032202      0.10266 BENPORATH_SOX2_TARGETS
BENPORATH_SUZ12_TARGETS                  SET     906    -0.029789   -0.0063673     0.031264      0.82966 BENPORATH_SUZ12_TARGETS
BERENJENO_ROCK_SIGNALING_NOT...1         SET      48    -0.090662   -0.0045656      0.13837      0.74383 BERENJENO_ROCK_SIGNALING_NOT_VIA_RHOA_DN
BERENJENO_ROCK_SIGNALING_NOT...2         SET      28      0.28734     0.011058      0.15363     0.030727 BERENJENO_ROCK_SIGNALING_NOT_VIA_RHOA_UP
BERENJENO_TRANSFORMED_BY_RHO...1         SET     380     0.034501    0.0048453     0.042032      0.20588 BERENJENO_TRANSFORMED_BY_RHOA_DN
BERENJENO_TRANSFORMED_BY_RHO...2         SET      28     -0.12924   -0.0049737      0.16916      0.77757 BERENJENO_TRANSFORMED_BY_RHOA_FOREVER_DN
BERENJENO_TRANSFORMED_BY_RHO...3         SET      20     0.051555    0.0016771      0.21018      0.40312 BERENJENO_TRANSFORMED_BY_RHOA_FOREVER_UP
BERENJENO_TRANSFORMED_BY_RHO...4         SET      28     -0.04316   -0.0016609      0.18094      0.59427 BERENJENO_TRANSFORMED_BY_RHOA_REVERSIBLY_DN
BERENJENO_TRANSFORMED_BY_RHO...5         SET       8     -0.39524   -0.0081344       0.3203      0.89138 BERENJENO_TRANSFORMED_BY_RHOA_REVERSIBLY_UP
BERENJENO_TRANSFORMED_BY_RHO...6         SET     519    0.0053585   0.00087616     0.034799      0.43881 BERENJENO_TRANSFORMED_BY_RHOA_UP
BERGER_MBD2_TARGETS                      SET       4     -0.53271   -0.0077532      0.46312      0.87497 BERGER_MBD2_TARGETS
BERNARD_PPAPDC1B_TARGETS_DN              SET      56      0.23045     0.012532      0.11802     0.025441 BERNARD_PPAPDC1B_TARGETS_DN
BERNARD_PPAPDC1B_TARGETS_UP              SET      36    -0.053498   -0.0023339       0.1361      0.65287 BERNARD_PPAPDC1B_TARGETS_UP
BERTUCCI_INVASIVE_CARCINOMA_...1         SET      43     -0.12956   -0.0061763      0.12761      0.84501 BERTUCCI_INVASIVE_CARCINOMA_DUCTAL_VS_LOBULAR_DN
BERTUCCI_INVASIVE_CARCINOMA_...2         SET      24       0.1824    0.0064994      0.16719      0.13764 BERTUCCI_INVASIVE_CARCINOMA_DUCTAL_VS_LOBULAR_UP
BERTUCCI_MEDULLARY_VS_DUCTAL...1         SET     163     0.047378    0.0043833     0.069043      0.24629 BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_DN
BERTUCCI_MEDULLARY_VS_DUCTAL...2         SET     194    -0.015565   -0.0015697     0.060388       0.6017 BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_UP
BHATI_G2M_ARREST_BY_2METHOXY...1         SET     117    -0.001821  -0.00014291     0.075425      0.50963 BHATI_G2M_ARREST_BY_2METHOXYESTRADIOL_DN
BHATI_G2M_ARREST_BY_2METHOXY...2         SET     111    -0.044394    -0.003394     0.074559      0.72421 BHATI_G2M_ARREST_BY_2METHOXYESTRADIOL_UP
BHATTACHARYA_EMBRYONIC_STEM_...          SET      80    -0.026871   -0.0017455     0.089533      0.61796 BHATTACHARYA_EMBRYONIC_STEM_CELL
BHAT_ESR1_TARGETS_NOT_VIA_AK...1         SET      87       0.1036    0.0070165      0.10034      0.15093 BHAT_ESR1_TARGETS_NOT_VIA_AKT1_DN
BHAT_ESR1_TARGETS_NOT_VIA_AK...2         SET     202    -0.035682   -0.0036711      0.06064      0.72187 BHAT_ESR1_TARGETS_NOT_VIA_AKT1_UP
BHAT_ESR1_TARGETS_VIA_AKT1_DN            SET      82      0.15299     0.010061       0.1016     0.066081 BHAT_ESR1_TARGETS_VIA_AKT1_DN
BHAT_ESR1_TARGETS_VIA_AKT1_UP            SET     271    -0.070069   -0.0083345     0.051195      0.91444 BHAT_ESR1_TARGETS_VIA_AKT1_UP
