Dataset	Cell_type	MODEL	NGENES	BETA	BETA_STD	SE	P	CDM.BETA	CDM.BETA_STD	CDM.SE	CDM.P	CDM.ds	Marginal.P	PS	PS.avg
45_Siletti_CerebralNuclei.CEN_Human_2022_level2	Eccentric_medium_spiny_neuron	49	15685	0.038017	0.084742	0.012203	0.00092004	0.040851	0.091058	0.011708	0.00024315	336_Seeker2023_WhiteMatter_Human_2023_CSC_Young_level2	0.00012434	0.84009066667861	0.925420130835363
336_Seeker2023_WhiteMatter_Human_2023_CSC_Young_level2	glutamatergic_neuron	49	15685	0.011211	0.010593	0.0136	0.20487	0.023146	0.021869	0.013053	0.038107	45_Siletti_CerebralNuclei.CEN_Human_2022_level2	0.00042378	0.485217718245489	0.420709852210614
45_Siletti_CerebralNuclei.CEN_Human_2022_level2	Eccentric_medium_spiny_neuron	50	15336	0.036469	0.081546	0.012202	0.0014028	0.040332	0.090185	0.011719	0.00028993	334_Seeker2023_WhiteMatter_Human_2023_CB_Young_level2	0.00012434	0.806455811130971	0.905852584821839
334_Seeker2023_WhiteMatter_Human_2023_CB_Young_level2	glutamatergic_neuron	50	15336	0.016041	0.01405	0.014114	0.12787	0.027793	0.024342	0.013559	0.020201	45_Siletti_CerebralNuclei.CEN_Human_2022_level2	0.00018676	0.52709608992689	0.454480059656327
45_Siletti_CerebralNuclei.CEN_Human_2022_level2	Eccentric_medium_spiny_neuron	51	15120	0.036283	0.081281	0.012194	0.0014654	0.042853	0.095998	0.01148	9.5084e-05	332_Seeker2023_WhiteMatter_Human_2023_BA4_Young_level2	0.00012434	0.704654282254446	1.02983144971647
332_Seeker2023_WhiteMatter_Human_2023_BA4_Young_level2	glutamatergic_neuron	51	15120	0.016083	0.021684	0.010069	0.05512	0.026188	0.035309	0.0094817	0.0028765	45_Siletti_CerebralNuclei.CEN_Human_2022_level2	6.2304e-05	0.495326097663708	0.604243311648489
48_Siletti_CerebralNuclei.CMN_Human_2022_level2	Eccentric_medium_spiny_neuron	52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00015981	NA	NA
50_Siletti_CerebralNuclei.BLN.BL_Human_2022_level2	Eccentric_medium_spiny_neuron	52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00038421	NA	NA
48_Siletti_CerebralNuclei.CMN_Human_2022_level2	Eccentric_medium_spiny_neuron	53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00015981	NA	NA
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	Eccentric_medium_spiny_neuron	53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00013582	NA	NA
48_Siletti_CerebralNuclei.CMN_Human_2022_level2	Eccentric_medium_spiny_neuron	54	16835	0.019177	0.038195	0.017722	0.13961	0.044335	0.088302	0.012709	0.00024345	44_Siletti_CerebralNuclei.GP.Gpe_Human_2022_level2	0.00015981	0.236629894532584	0.951847535124828
44_Siletti_CerebralNuclei.GP.Gpe_Human_2022_level2	Eccentric_medium_spiny_neuron	54	16835	0.025094	0.057568	0.012322	0.020857	0.034388	0.07889	0.0088353	4.9878e-05	48_Siletti_CerebralNuclei.CMN_Human_2022_level2	3.1981e-05	0.390681687329757	0.957060655007897
48_Siletti_CerebralNuclei.CMN_Human_2022_level2	Eccentric_medium_spiny_neuron	55	16864	0.02419	0.04816	0.018332	0.093509	0.044833	0.089259	0.012685	0.00020492	46_Siletti_CerebralNuclei.SEP_Human_2022_level2	0.00015981	0.279021315456223	0.971557130941962
46_Siletti_CerebralNuclei.SEP_Human_2022_level2	Eccentric_medium_spiny_neuron	55	16864	0.021448	0.043884	0.013752	0.059435	0.03455	0.07069	0.0095152	0.00014163	48_Siletti_CerebralNuclei.CMN_Human_2022_level2	0.00010877	0.318526158946412	0.971074456751367
48_Siletti_CerebralNuclei.CMN_Human_2022_level2	Eccentric_medium_spiny_neuron	56	16791	0.024174	0.048175	0.017166	0.079534	0.045032	0.089741	0.012694	0.000195	52_Siletti_CerebralNuclei.Pu_Human_2022_level2	0.00015981	0.296349712159521	0.977233497571393
52_Siletti_CerebralNuclei.Pu_Human_2022_level2	Eccentric_medium_spiny_neuron	56	16791	0.022006	0.049673	0.012192	0.035556	0.033565	0.075766	0.0090158	9.8806e-05	48_Siletti_CerebralNuclei.CMN_Human_2022_level2	0.000128	0.361799926821702	1.02888073870556
48_Siletti_CerebralNuclei.CMN_Human_2022_level2	Eccentric_medium_spiny_neuron	57	16771	0.028993	0.057794	0.016609	0.040445	0.046032	0.091758	0.012739	0.00015147	54_Siletti_CerebralNuclei.CaB_Human_2022_level2	0.00015981	0.364726253694169	1.00613142722519
54_Siletti_CerebralNuclei.CaB_Human_2022_level2	Eccentric_medium_spiny_neuron	57	16771	0.01676	0.038711	0.010484	0.054959	0.028505	0.065837	0.0080411	0.00019698	48_Siletti_CerebralNuclei.CMN_Human_2022_level2	0.00014695	0.340017461052327	0.9667993286669
48_Siletti_CerebralNuclei.CMN_Human_2022_level2	Eccentric_medium_spiny_neuron	58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00015981	NA	NA
47_Siletti_CerebralNuclei.Cla_Human_2022_level2	Eccentric_medium_spiny_neuron	58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.9263e-06	NA	NA
48_Siletti_CerebralNuclei.CMN_Human_2022_level2	Eccentric_medium_spiny_neuron	59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00015981	NA	NA
49_Siletti_CerebralNuclei.SI_Human_2022_level2	Eccentric_medium_spiny_neuron	59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00011335	NA	NA
48_Siletti_CerebralNuclei.CMN_Human_2022_level2	Eccentric_medium_spiny_neuron	60	16847	0.035222	0.070141	0.013374	0.0042269	0.04545	0.090509	0.012685	0.00017037	15_Siletti_CerebralCortex.Ig_Human_2022_level2	0.00015981	0.629935173480346	0.992680117789702
15_Siletti_CerebralCortex.Ig_Human_2022_level2	Eccentric_medium_spiny_neuron	60	16847	0.010272	0.026734	0.0042602	0.0079563	0.013831	0.035996	0.004041	0.00031087	48_Siletti_CerebralNuclei.CMN_Human_2022_level2	0.00034499	0.598527732465665	1.01306330612193
48_Siletti_CerebralNuclei.CMN_Human_2022_level2	Eccentric_medium_spiny_neuron	61	16703	0.031764	0.063372	0.017731	0.036626	0.044736	0.089253	0.012737	0.00022278	100_Siletti_Thalamus.LNC.VLN_Human_2022_level2	0.00015981	0.393253511498283	0.961997577106718
100_Siletti_Thalamus.LNC.VLN_Human_2022_level2	Eccentric_medium_spiny_neuron	61	16703	0.012738	0.022289	0.012113	0.14649	0.027834	0.048704	0.0087018	0.00069168	48_Siletti_CerebralNuclei.CMN_Human_2022_level2	0.00043816	0.263976898983487	0.940961641712852
48_Siletti_CerebralNuclei.CMN_Human_2022_level2	Eccentric_medium_spiny_neuron	62	16224	0.03588	0.072024	0.013861	0.0048241	0.041606	0.083518	0.013616	0.0011248	106_Siletti_Thalamus.LNC.LP.VPL_Human_2022_level2	0.00015981	0.785568958136937	0.776769508411246
106_Siletti_Thalamus.LNC.LP.VPL_Human_2022_level2	Thalamic_excitatory	62	16224	0.016539	0.040262	0.0075217	0.013952	0.020197	0.049167	0.0073891	0.0031385	48_Siletti_CerebralNuclei.CMN_Human_2022_level2	0.00021923	0.741173625533307	0.684123925547438
48_Siletti_CerebralNuclei.CMN_Human_2022_level2	Eccentric_medium_spiny_neuron	63	16454	0.028928	0.057897	0.021348	0.087705	0.048314	0.096697	0.012846	8.4899e-05	110_Siletti_Thalamus.LNC.VA_Human_2022_level2	0.00015981	0.259629170399381	1.07235846132662
110_Siletti_Thalamus.LNC.VA_Human_2022_level2	Eccentric_medium_spiny_neuron	63	16454	0.017238	0.03974	0.015161	0.12778	0.033647	0.077568	0.0091233	0.00011337	48_Siletti_CerebralNuclei.CMN_Human_2022_level2	0.00017966	0.226469825490562	1.05338423547884
48_Siletti_CerebralNuclei.CMN_Human_2022_level2	Eccentric_medium_spiny_neuron	64	15668	0.040917	0.082743	0.013919	0.0016451	0.043222	0.087403	0.013528	0.0007008	336_Seeker2023_WhiteMatter_Human_2023_CSC_Young_level2	0.00015981	0.882514102449434	0.83089484514927
336_Seeker2023_WhiteMatter_Human_2023_CSC_Young_level2	glutamatergic_neuron	64	15668	0.0098923	0.0093511	0.014048	0.24066	0.019602	0.01853	0.013657	0.07561	48_Siletti_CerebralNuclei.CMN_Human_2022_level2	0.00042378	0.551618187062806	0.332483682619914
48_Siletti_CerebralNuclei.CMN_Human_2022_level2	Eccentric_medium_spiny_neuron	65	15322	0.038157	0.077491	0.013882	0.002995	0.04137	0.084017	0.01351	0.0011006	334_Seeker2023_WhiteMatter_Human_2023_CB_Young_level2	0.00015981	0.853038245380113	0.779257604774204
334_Seeker2023_WhiteMatter_Human_2023_CB_Young_level2	glutamatergic_neuron	65	15322	0.014603	0.012795	0.014498	0.15693	0.023762	0.020821	0.014114	0.046136	48_Siletti_CerebralNuclei.CMN_Human_2022_level2	0.00018676	0.602034483195072	0.358289559548322
48_Siletti_CerebralNuclei.CMN_Human_2022_level2	Eccentric_medium_spiny_neuron	66	15110	0.039435	0.080291	0.01383	0.0021789	0.045578	0.092796	0.013351	0.00032134	332_Seeker2023_WhiteMatter_Human_2023_BA4_Young_level2	0.00015981	0.762020002833756	0.920092415551746
332_Seeker2023_WhiteMatter_Human_2023_BA4_Young_level2	glutamatergic_neuron	66	15110	0.017011	0.02294	0.0099951	0.044393	0.024449	0.032969	0.0096512	0.0056562	48_Siletti_CerebralNuclei.CMN_Human_2022_level2	6.2304e-05	0.601868923640911	0.534415350299827
50_Siletti_CerebralNuclei.BLN.BL_Human_2022_level2	Eccentric_medium_spiny_neuron	67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00038421	NA	NA
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	Eccentric_medium_spiny_neuron	67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00013582	NA	NA
50_Siletti_CerebralNuclei.BLN.BL_Human_2022_level2	Eccentric_medium_spiny_neuron	68	16793	0.016734	0.034439	0.014581	0.12556	0.037523	0.077221	0.011229	0.00041748	44_Siletti_CerebralNuclei.GP.Gpe_Human_2022_level2	0.00038421	0.26666219035658	0.989439983707372
44_Siletti_CerebralNuclei.GP.Gpe_Human_2022_level2	Eccentric_medium_spiny_neuron	68	16793	0.024972	0.057305	0.011175	0.012732	0.033155	0.076084	0.0086052	5.8601e-05	50_Siletti_CerebralNuclei.BLN.BL_Human_2022_level2	3.1981e-05	0.447793204594119	0.941489060988068
50_Siletti_CerebralNuclei.BLN.BL_Human_2022_level2	Eccentric_medium_spiny_neuron	69	16814	0.022138	0.045549	0.014065	0.05776	0.038193	0.078583	0.011302	0.00036408	46_Siletti_CerebralNuclei.SEP_Human_2022_level2	0.00038421	0.360117387217873	1.00684301320898
46_Siletti_CerebralNuclei.SEP_Human_2022_level2	Eccentric_medium_spiny_neuron	69	16814	0.022422	0.045902	0.011695	0.027613	0.033382	0.068338	0.0093969	0.0001914	50_Siletti_CerebralNuclei.BLN.BL_Human_2022_level2	0.00010877	0.419274357525658	0.938076606489764
50_Siletti_CerebralNuclei.BLN.BL_Human_2022_level2	Eccentric_medium_spiny_neuron	70	16751	0.019141	0.039411	0.013832	0.083213	0.036572	0.0753	0.011264	0.00058496	52_Siletti_CerebralNuclei.Pu_Human_2022_level2	0.00038421	0.334008958340044	0.946549209300968
52_Siletti_CerebralNuclei.Pu_Human_2022_level2	Eccentric_medium_spiny_neuron	70	16751	0.02396	0.054102	0.011037	0.014979	0.032826	0.074122	0.0089874	0.00013029	50_Siletti_CerebralNuclei.BLN.BL_Human_2022_level2	0.000128	0.469620443369972	0.998021697966246
50_Siletti_CerebralNuclei.BLN.BL_Human_2022_level2	Eccentric_medium_spiny_neuron	71	16739	0.023048	0.047461	0.013614	0.045241	0.037574	0.077372	0.01122	0.00040676	54_Siletti_CerebralNuclei.CaB_Human_2022_level2	0.00038421	0.39652076753672	0.992747746335985
54_Siletti_CerebralNuclei.CaB_Human_2022_level2	Eccentric_medium_spiny_neuron	71	16739	0.01818	0.042	0.009652	0.029825	0.027436	0.063385	0.0079545	0.00028196	50_Siletti_CerebralNuclei.BLN.BL_Human_2022_level2	0.00014695	0.429718343848385	0.926159552799682
50_Siletti_CerebralNuclei.BLN.BL_Human_2022_level2	Eccentric_medium_spiny_neuron	72	16844	0.0041736	0.0085844	0.017073	0.40344	0.037777	0.0777	0.011257	0.00039667	47_Siletti_CerebralNuclei.Cla_Human_2022_level2	0.00038421	0.115893828507258	0.995941744809034
47_Siletti_CerebralNuclei.Cla_Human_2022_level2	Eccentric_medium_spiny_neuron	72	16844	0.042018	0.088341	0.016052	0.0044325	0.044969	0.094545	0.010582	1.0774e-05	50_Siletti_CerebralNuclei.BLN.BL_Human_2022_level2	7.9263e-06	0.473737890755418	0.97386624034335
50_Siletti_CerebralNuclei.BLN.BL_Human_2022_level2	Eccentric_medium_spiny_neuron	73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00038421	NA	NA
49_Siletti_CerebralNuclei.SI_Human_2022_level2	Eccentric_medium_spiny_neuron	73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00011335	NA	NA
50_Siletti_CerebralNuclei.BLN.BL_Human_2022_level2	Eccentric_medium_spiny_neuron	74	16808	0.030337	0.062422	0.011593	0.0044406	0.03704	0.076215	0.011345	0.00054853	15_Siletti_CerebralCortex.Ig_Human_2022_level2	0.00038421	0.721466702358792	0.954725566000577
15_Siletti_CerebralCortex.Ig_Human_2022_level2	Eccentric_medium_spiny_neuron	74	16808	0.011557	0.0301	0.0041323	0.0025837	0.013793	0.035923	0.0040437	0.00032456	50_Siletti_CerebralNuclei.BLN.BL_Human_2022_level2	0.00034499	0.741753146470116	1.00765743220291
50_Siletti_CerebralNuclei.BLN.BL_Human_2022_level2	Eccentric_medium_spiny_neuron	75	16673	0.024985	0.051486	0.013577	0.032878	0.037693	0.077674	0.011226	0.00039402	100_Siletti_Thalamus.LNC.VLN_Human_2022_level2	0.00038421	0.435630067964745	0.996794079180181
100_Siletti_Thalamus.LNC.VLN_Human_2022_level2	Eccentric_medium_spiny_neuron	75	16673	0.017386	0.03044	0.010448	0.048062	0.0282	0.049375	0.0086389	0.00054978	50_Siletti_CerebralNuclei.BLN.BL_Human_2022_level2	0.00043816	0.404378700298696	0.970653534576965
50_Siletti_CerebralNuclei.BLN.BL_Human_2022_level2	Eccentric_medium_spiny_neuron	76	16217	0.028092	0.058173	0.011904	0.0091474	0.034527	0.071499	0.011509	0.0013521	106_Siletti_Thalamus.LNC.LP.VPL_Human_2022_level2	0.00038421	0.710599021231325	0.840008451399214
106_Siletti_Thalamus.LNC.LP.VPL_Human_2022_level2	Thalamic_excitatory	76	16217	0.016015	0.038989	0.0075818	0.017338	0.020594	0.050136	0.0073305	0.002485	50_Siletti_CerebralNuclei.BLN.BL_Human_2022_level2	0.00021923	0.676092772890547	0.711834493575121
50_Siletti_CerebralNuclei.BLN.BL_Human_2022_level2	Eccentric_medium_spiny_neuron	77	16435	0.016552	0.034196	0.01593	0.1494	0.036983	0.076406	0.011216	0.00048917	110_Siletti_Thalamus.LNC.VA_Human_2022_level2	0.00038421	0.249400205490224	0.969289047252754
110_Siletti_Thalamus.LNC.VA_Human_2022_level2	Eccentric_medium_spiny_neuron	77	16435	0.023197	0.053483	0.012844	0.035466	0.032675	0.075334	0.0090428	0.00015164	50_Siletti_CerebralNuclei.BLN.BL_Human_2022_level2	0.00017966	0.379711201580363	1.01966003578197
50_Siletti_CerebralNuclei.BLN.BL_Human_2022_level2	Eccentric_medium_spiny_neuron	78	15648	0.03421	0.071305	0.011794	0.0018644	0.036214	0.075481	0.011539	0.00085075	336_Seeker2023_WhiteMatter_Human_2023_CSC_Young_level2	0.00038421	0.88901786405773	0.898919562542432
336_Seeker2023_WhiteMatter_Human_2023_CSC_Young_level2	glutamatergic_neuron	78	15648	0.011425	0.010806	0.013908	0.20569	0.019769	0.018698	0.013611	0.073199	50_Siletti_CerebralNuclei.BLN.BL_Human_2022_level2	0.00042378	0.604834817729347	0.336656429764623
50_Siletti_CerebralNuclei.BLN.BL_Human_2022_level2	Eccentric_medium_spiny_neuron	79	15306	0.032491	0.067955	0.011873	0.0031089	0.035366	0.073969	0.011572	0.0011233	334_Seeker2023_WhiteMatter_Human_2023_CB_Young_level2	0.00038421	0.850106676292501	0.86358177084027
334_Seeker2023_WhiteMatter_Human_2023_CB_Young_level2	glutamatergic_neuron	79	15306	0.015573	0.013651	0.014385	0.13951	0.024379	0.021371	0.014024	0.04108	50_Siletti_CerebralNuclei.BLN.BL_Human_2022_level2	0.00018676	0.617003346607027	0.371808825069214
50_Siletti_CerebralNuclei.BLN.BL_Human_2022_level2	Eccentric_medium_spiny_neuron	80	15098	0.029572	0.06197	0.012268	0.0079734	0.036221	0.075905	0.011512	0.00082787	332_Seeker2023_WhiteMatter_Human_2023_BA4_Young_level2	0.00038421	0.680834093214495	0.902386126939165
332_Seeker2023_WhiteMatter_Human_2023_BA4_Young_level2	glutamatergic_neuron	80	15098	0.015943	0.021503	0.010173	0.058555	0.024425	0.032943	0.0095471	0.005264	50_Siletti_CerebralNuclei.BLN.BL_Human_2022_level2	6.2304e-05	0.540854260666473	0.541836345442957
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	Eccentric_medium_spiny_neuron	81	16733	0.019588	0.040322	0.015693	0.10599	0.04195	0.086355	0.011629	0.0001552	44_Siletti_CerebralNuclei.GP.Gpe_Human_2022_level2	0.00013582	0.255895877829414	0.985020054975207
44_Siletti_CerebralNuclei.GP.Gpe_Human_2022_level2	Eccentric_medium_spiny_neuron	81	16733	0.025118	0.057666	0.011838	0.016936	0.03504	0.080448	0.0087714	3.2517e-05	57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	3.1981e-05	0.394659704421513	0.998394158342242
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	Eccentric_medium_spiny_neuron	82	16760	0.025697	0.052879	0.015272	0.046235	0.042082	0.086595	0.011633	0.00014919	46_Siletti_CerebralNuclei.SEP_Human_2022_level2	0.00013582	0.348912263732601	0.98945549383731
46_Siletti_CerebralNuclei.SEP_Human_2022_level2	Eccentric_medium_spiny_neuron	82	16760	0.020363	0.04171	0.012299	0.048903	0.033772	0.069177	0.009368	0.00015653	57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	0.00010877	0.344422049236525	0.960113833527954
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	Eccentric_medium_spiny_neuron	83	16712	0.024075	0.049574	0.014909	0.053182	0.041634	0.085728	0.011636	0.00017373	52_Siletti_CerebralNuclei.Pu_Human_2022_level2	0.00013582	0.33888109389846	0.972353221963616
52_Siletti_CerebralNuclei.Pu_Human_2022_level2	Eccentric_medium_spiny_neuron	83	16712	0.021794	0.049227	0.01157	0.029815	0.033476	0.075613	0.0090303	0.00010521	57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	0.000128	0.383506046773147	1.0218745291636
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	Eccentric_medium_spiny_neuron	84	16700	0.027713	0.057073	0.014491	0.02792	0.042416	0.087353	0.011637	0.00013411	54_Siletti_CerebralNuclei.CaB_Human_2022_level2	0.00013582	0.401308973587152	1.0014229407819
54_Siletti_CerebralNuclei.CaB_Human_2022_level2	Eccentric_medium_spiny_neuron	84	16700	0.017007	0.039303	0.0099899	0.044352	0.028393	0.065617	0.0080223	0.00020118	57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	0.00014695	0.366053789844786	0.964408753107765
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	Eccentric_medium_spiny_neuron	85	16787	0.0059608	0.012262	0.020071	0.38324	0.04254	0.087506	0.011631	0.00012776	47_Siletti_CerebralNuclei.Cla_Human_2022_level2	0.00013582	0.106977764345191	1.00687059058117
47_Siletti_CerebralNuclei.Cla_Human_2022_level2	Eccentric_medium_spiny_neuron	85	16787	0.041041	0.086337	0.018355	0.012683	0.045484	0.095684	0.010634	9.5244e-06	57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	7.9263e-06	0.37775675558755	0.984362238164408
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	Eccentric_medium_spiny_neuron	86	16737	0.019236	0.039596	0.0204	0.17286	0.041452	0.085326	0.011692	0.00019668	49_Siletti_CerebralNuclei.SI_Human_2022_level2	0.00013582	0.205681642957209	0.9584186798107
49_Siletti_CerebralNuclei.SI_Human_2022_level2	Eccentric_medium_spiny_neuron	86	16737	0.024488	0.052575	0.018427	0.091941	0.038726	0.083144	0.010561	0.00012313	57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	0.00011335	0.265111827542276	0.990890472656412
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	Eccentric_medium_spiny_neuron	87	16761	0.033449	0.06883	0.01214	0.0029351	0.042054	0.086537	0.011627	0.00014946	15_Siletti_CerebralCortex.Ig_Human_2022_level2	0.00013582	0.661977161781431	0.989252427738973
15_Siletti_CerebralCortex.Ig_Human_2022_level2	Eccentric_medium_spiny_neuron	87	16761	0.010361	0.027009	0.0042129	0.0069652	0.013706	0.03573	0.004035	0.00034162	57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	0.00034499	0.622268381832681	1.00123136338368
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	Eccentric_medium_spiny_neuron	88	16638	0.029744	0.061306	0.015356	0.026382	0.042264	0.087112	0.01164	0.00014167	100_Siletti_Thalamus.LNC.VLN_Human_2022_level2	0.00013582	0.410186093066113	0.995264030002214
100_Siletti_Thalamus.LNC.VLN_Human_2022_level2	Eccentric_medium_spiny_neuron	88	16638	0.01423	0.024933	0.011384	0.10565	0.028612	0.050131	0.0086297	0.0004584	57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	0.00043816	0.292363585913197	0.994160292949001
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	Eccentric_medium_spiny_neuron	89	16193	0.035991	0.074618	0.01219	0.0015791	0.040509	0.083987	0.012017	0.0003754	106_Siletti_Thalamus.LNC.LP.VPL_Human_2022_level2	0.00013582	0.817861824175046	0.885821980740611
106_Siletti_Thalamus.LNC.LP.VPL_Human_2022_level2	Thalamic_excitatory	89	16193	0.01666	0.040563	0.0075881	0.014068	0.020443	0.049772	0.0074811	0.0031458	57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	0.00021923	0.740035431982324	0.683848181482999
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	Eccentric_medium_spiny_neuron	90	16424	0.022252	0.045994	0.018418	0.1135	0.042749	0.088359	0.011632	0.00011932	110_Siletti_Thalamus.LNC.VA_Human_2022_level2	0.00013582	0.240870524488643	1.01454614786543
110_Siletti_Thalamus.LNC.VA_Human_2022_level2	Eccentric_medium_spiny_neuron	90	16424	0.020829	0.048027	0.014512	0.075612	0.034423	0.079371	0.0091651	8.6685e-05	57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	0.00017966	0.276069375091361	1.0845022919819
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	Eccentric_medium_spiny_neuron	91	15625	0.039157	0.081806	0.012295	0.00072618	0.041339	0.086366	0.011997	0.00028549	336_Seeker2023_WhiteMatter_Human_2023_CSC_Young_level2	0.00013582	0.885607622680849	0.916569912558316
336_Seeker2023_WhiteMatter_Human_2023_CSC_Young_level2	glutamatergic_neuron	91	15625	0.011344	0.010737	0.013993	0.20877	0.021101	0.019971	0.013657	0.061182	57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	0.00042378	0.560693242309639	0.359747067647833
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	Eccentric_medium_spiny_neuron	92	15290	0.036778	0.077166	0.012281	0.0013757	0.039819	0.083546	0.011991	0.00044986	334_Seeker2023_WhiteMatter_Human_2023_CB_Young_level2	0.00013582	0.854957400178183	0.865500704945982
334_Seeker2023_WhiteMatter_Human_2023_CB_Young_level2	glutamatergic_neuron	92	15290	0.016463	0.014438	0.014371	0.126	0.025765	0.022597	0.014035	0.033204	57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	0.00018676	0.608347050248316	0.396600208053663
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	Eccentric_medium_spiny_neuron	93	15080	0.035782	0.075276	0.01232	0.0018424	0.041369	0.087029	0.011914	0.00025879	332_Seeker2023_WhiteMatter_Human_2023_BA4_Young_level2	0.00013582	0.762357414023919	0.927597326575763
332_Seeker2023_WhiteMatter_Human_2023_BA4_Young_level2	glutamatergic_neuron	93	15080	0.017674	0.023846	0.0099314	0.037577	0.025025	0.033763	0.0096061	0.0045973	57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	6.2304e-05	0.609659734594377	0.555821188748048
44_Siletti_CerebralNuclei.GP.Gpe_Human_2022_level2	Eccentric_medium_spiny_neuron	94	16839	0.024693	0.056647	0.015292	0.05319	0.034736	0.079684	0.0087919	3.9099e-05	46_Siletti_CerebralNuclei.SEP_Human_2022_level2	3.1981e-05	0.289069395194736	0.980584757617675
46_Siletti_CerebralNuclei.SEP_Human_2022_level2	Eccentric_medium_spiny_neuron	94	16839	0.013191	0.026997	0.016435	0.2111	0.034906	0.071438	0.0094496	0.00011081	44_Siletti_CerebralNuclei.GP.Gpe_Human_2022_level2	0.00010877	0.170781254128477	0.997963959901617
44_Siletti_CerebralNuclei.GP.Gpe_Human_2022_level2	Eccentric_medium_spiny_neuron	95	NA	NA	NA	NA	NA	0.03216	0.073807	0.0089211	0.00015659	52_Siletti_CerebralNuclei.Pu_Human_2022_level2	3.1981e-05	NA	0.846528272342341
52_Siletti_CerebralNuclei.Pu_Human_2022_level2	Eccentric_medium_spiny_neuron	95	NA	NA	NA	NA	NA	0.03308	0.074677	0.0090054	0.00012007	44_Siletti_CerebralNuclei.GP.Gpe_Human_2022_level2	0.000128	NA	1.00713510330574
44_Siletti_CerebralNuclei.GP.Gpe_Human_2022_level2	Eccentric_medium_spiny_neuron	96	NA	NA	NA	NA	NA	0.034323	0.078778	0.0087769	4.6232e-05	54_Siletti_CerebralNuclei.CaB_Human_2022_level2	3.1981e-05	NA	0.964394483186459
54_Siletti_CerebralNuclei.CaB_Human_2022_level2	Eccentric_medium_spiny_neuron	96	NA	NA	NA	NA	NA	0.028621	0.066106	0.0079739	0.00016629	44_Siletti_CerebralNuclei.GP.Gpe_Human_2022_level2	0.00014695	NA	0.985990368170446
44_Siletti_CerebralNuclei.GP.Gpe_Human_2022_level2	Eccentric_medium_spiny_neuron	97	16845	0.0071718	0.016451	0.016393	0.33088	0.034305	0.078692	0.0088455	5.2825e-05	47_Siletti_CerebralNuclei.Cla_Human_2022_level2	3.1981e-05	0.112301019231105	0.951514520174816
47_Siletti_CerebralNuclei.Cla_Human_2022_level2	Eccentric_medium_spiny_neuron	97	16845	0.038485	0.080912	0.019576	0.024665	0.045696	0.096072	0.010562	7.6254e-06	44_Siletti_CerebralNuclei.GP.Gpe_Human_2022_level2	7.9263e-06	0.314185501126603	1.0032950613646
44_Siletti_CerebralNuclei.GP.Gpe_Human_2022_level2	Eccentric_medium_spiny_neuron	98	16803	0.029055	0.06667	0.019039	0.063503	0.034391	0.078915	0.008833	4.9618e-05	49_Siletti_CerebralNuclei.SI_Human_2022_level2	3.1981e-05	0.278137876494012	0.957565598635036
