Dataset	Cell_type	MODEL	NGENES	BETA	BETA_STD	SE	P	CDM.BETA	CDM.BETA_STD	CDM.SE	CDM.P	CDM.ds	Marginal.P	PS	PS.avg
49_Siletti_CerebralNuclei.SI_Human_2022_level2	Eccentric_medium_spiny_neuron	98	16803	0.0071136	0.015263	0.022484	0.37585	0.037509	0.080478	0.010432	0.00016234	44_Siletti_CerebralNuclei.GP.Gpe_Human_2022_level2	0.00011335	0.11214595466764	0.960461053268672
44_Siletti_CerebralNuclei.GP.Gpe_Human_2022_level2	Eccentric_medium_spiny_neuron	99	16802	0.026167	0.060044	0.009247	0.0023321	0.032531	0.074648	0.0088046	0.0001104	15_Siletti_CerebralCortex.Ig_Human_2022_level2	3.1981e-05	0.665209062014324	0.880297194478983
15_Siletti_CerebralCortex.Ig_Human_2022_level2	Eccentric_medium_spiny_neuron	99	16802	0.0095798	0.024953	0.0042589	0.012253	0.013267	0.034559	0.0040556	0.0005362	44_Siletti_CerebralNuclei.GP.Gpe_Human_2022_level2	0.00034499	0.584515008141799	0.944682380297501
44_Siletti_CerebralNuclei.GP.Gpe_Human_2022_level2	Eccentric_medium_spiny_neuron	100	16698	0.026745	0.061419	0.0094769	0.0023881	0.034053	0.0782	0.0083296	2.1852e-05	100_Siletti_Thalamus.LNC.VLN_Human_2022_level2	3.1981e-05	0.562588249334078	1.03679574528462
100_Siletti_Thalamus.LNC.VLN_Human_2022_level2	Eccentric_medium_spiny_neuron	100	16698	0.01553	0.027177	0.0096079	0.053016	0.028464	0.049812	0.0084462	0.00037662	44_Siletti_CerebralNuclei.GP.Gpe_Human_2022_level2	0.00043816	0.372534184522288	1.01957181676728
44_Siletti_CerebralNuclei.GP.Gpe_Human_2022_level2	Eccentric_medium_spiny_neuron	101	16229	0.028829	0.066425	0.0089018	0.0006021	0.033826	0.07794	0.008354	2.584e-05	106_Siletti_Thalamus.LNC.LP.VPL_Human_2022_level2	3.1981e-05	0.701947841996715	1.02060006809101
106_Siletti_Thalamus.LNC.LP.VPL_Human_2022_level2	Thalamic_excitatory	101	16229	0.012559	0.030573	0.0077303	0.052127	0.021209	0.051631	0.0072564	0.0017369	44_Siletti_CerebralNuclei.GP.Gpe_Human_2022_level2	0.00021923	0.46479442177759	0.754345378004803
44_Siletti_CerebralNuclei.GP.Gpe_Human_2022_level2	Eccentric_medium_spiny_neuron	102	NA	NA	NA	NA	NA	0.032988	0.075886	0.0089438	0.00011323	110_Siletti_Thalamus.LNC.VA_Human_2022_level2	3.1981e-05	NA	0.877851772919003
110_Siletti_Thalamus.LNC.VA_Human_2022_level2	Eccentric_medium_spiny_neuron	102	NA	NA	NA	NA	NA	0.032808	0.07563	0.0089878	0.00013143	44_Siletti_CerebralNuclei.GP.Gpe_Human_2022_level2	0.00017966	NA	1.03624486070704
44_Siletti_CerebralNuclei.GP.Gpe_Human_2022_level2	Eccentric_medium_spiny_neuron	103	15684	0.030262	0.070016	0.0088662	0.00032187	0.031846	0.07368	0.0087436	0.00013562	336_Seeker2023_WhiteMatter_Human_2023_CSC_Young_level2	3.1981e-05	0.902950315708739	0.860418991901698
336_Seeker2023_WhiteMatter_Human_2023_CSC_Young_level2	glutamatergic_neuron	103	15684	0.014421	0.013626	0.013385	0.14065	0.021995	0.020782	0.013205	0.047895	44_Siletti_CerebralNuclei.GP.Gpe_Human_2022_level2	0.00042378	0.645490583639407	0.391273281747204
44_Siletti_CerebralNuclei.GP.Gpe_Human_2022_level2	Eccentric_medium_spiny_neuron	104	15336	0.030216	0.070053	0.0088714	0.00033052	0.032127	0.074484	0.0087542	0.00012175	334_Seeker2023_WhiteMatter_Human_2023_CB_Young_level2	3.1981e-05	0.889200322883843	0.870842494643986
334_Seeker2023_WhiteMatter_Human_2023_CB_Young_level2	glutamatergic_neuron	104	15336	0.018478	0.016184	0.013916	0.092117	0.026167	0.022919	0.013736	0.028401	44_Siletti_CerebralNuclei.GP.Gpe_Human_2022_level2	0.00018676	0.669608026388373	0.414798636386488
44_Siletti_CerebralNuclei.GP.Gpe_Human_2022_level2	Eccentric_medium_spiny_neuron	105	15115	0.029217	0.067819	0.0091613	0.00071509	0.033682	0.078185	0.008693	5.3631e-05	332_Seeker2023_WhiteMatter_Human_2023_BA4_Young_level2	3.1981e-05	0.736582916472219	0.950051509898447
332_Seeker2023_WhiteMatter_Human_2023_BA4_Young_level2	glutamatergic_neuron	105	15115	0.015487	0.020884	0.010033	0.061343	0.025591	0.034507	0.0095224	0.0036047	44_Siletti_CerebralNuclei.GP.Gpe_Human_2022_level2	6.2304e-05	0.496180946213616	0.580939276597096
46_Siletti_CerebralNuclei.SEP_Human_2022_level2	Eccentric_medium_spiny_neuron	106	16772	0.0090979	0.018633	0.018392	0.31042	0.033463	0.068536	0.0097715	0.00030869	52_Siletti_CerebralNuclei.Pu_Human_2022_level2	0.00010877	0.144723991028733	0.88570342485551
52_Siletti_CerebralNuclei.Pu_Human_2022_level2	Eccentric_medium_spiny_neuron	106	16772	0.026739	0.060366	0.017099	0.058948	0.033905	0.076545	0.0090842	9.5209e-05	46_Siletti_CerebralNuclei.SEP_Human_2022_level2	0.000128	0.305752915653674	1.03301795497584
46_Siletti_CerebralNuclei.SEP_Human_2022_level2	Eccentric_medium_spiny_neuron	107	16761	0.020028	0.041024	0.018877	0.14435	0.034672	0.071021	0.0094823	0.00012825	54_Siletti_CerebralNuclei.CaB_Human_2022_level2	0.00010877	0.215980370861864	0.981948174583625
54_Siletti_CerebralNuclei.CaB_Human_2022_level2	Eccentric_medium_spiny_neuron	107	16761	0.014484	0.033455	0.016143	0.18481	0.029294	0.067665	0.0081093	0.00015218	46_Siletti_CerebralNuclei.SEP_Human_2022_level2	0.00014695	0.192075226606177	0.996037395936461
46_Siletti_CerebralNuclei.SEP_Human_2022_level2	Eccentric_medium_spiny_neuron	108	16869	-0.00043324	-0.00088638	0.01744	0.50991	0.0345	0.070585	0.0095273	0.00014706	47_Siletti_CerebralNuclei.Cla_Human_2022_level2	0.00010877	0.0763225194515996	0.966952003334752
47_Siletti_CerebralNuclei.Cla_Human_2022_level2	Eccentric_medium_spiny_neuron	108	16869	0.04659	0.097927	0.019482	0.0083986	0.046184	0.097075	0.010641	7.1652e-06	46_Siletti_CerebralNuclei.SEP_Human_2022_level2	7.9263e-06	0.403476233811495	1.00859494109904
46_Siletti_CerebralNuclei.SEP_Human_2022_level2	Eccentric_medium_spiny_neuron	109	16820	0.018626	0.038129	0.015578	0.11592	0.034385	0.070386	0.0095145	0.00015127	49_Siletti_CerebralNuclei.SI_Human_2022_level2	0.00010877	0.244968867257217	0.96385921325164
49_Siletti_CerebralNuclei.SI_Human_2022_level2	Eccentric_medium_spiny_neuron	109	16820	0.021981	0.047152	0.017206	0.10073	0.038271	0.082098	0.010509	0.00013579	46_Siletti_CerebralNuclei.SEP_Human_2022_level2	0.00011335	0.257772714115674	0.980117930908506
46_Siletti_CerebralNuclei.SEP_Human_2022_level2	Eccentric_medium_spiny_neuron	110	16836	0.025716	0.052631	0.010178	0.005765	0.033341	0.068238	0.0096594	0.00027931	15_Siletti_CerebralCortex.Ig_Human_2022_level2	0.00010877	0.630066173192082	0.896662470139869
15_Siletti_CerebralCortex.Ig_Human_2022_level2	Eccentric_medium_spiny_neuron	110	16836	0.010142	0.026402	0.0042734	0.0088189	0.013551	0.035273	0.0040556	0.00041812	46_Siletti_CerebralNuclei.SEP_Human_2022_level2	0.00034499	0.608099610684226	0.975883948936105
46_Siletti_CerebralNuclei.SEP_Human_2022_level2	Eccentric_medium_spiny_neuron	111	16700	0.02594	0.053169	0.011257	0.01061	0.034865	0.071462	0.0093901	0.00010279	100_Siletti_Thalamus.LNC.VLN_Human_2022_level2	0.00010877	0.495050223753854	1.00619611934775
100_Siletti_Thalamus.LNC.VLN_Human_2022_level2	Eccentric_medium_spiny_neuron	111	16700	0.014599	0.025546	0.010157	0.07532	0.027508	0.048136	0.008473	0.00058528	46_Siletti_CerebralNuclei.SEP_Human_2022_level2	0.00043816	0.34742222099834	0.962561880315803
46_Siletti_CerebralNuclei.SEP_Human_2022_level2	Eccentric_medium_spiny_neuron	112	16229	0.030972	0.0638	0.0096206	0.00064385	0.033395	0.068793	0.009566	0.00024124	106_Siletti_Thalamus.LNC.LP.VPL_Human_2022_level2	0.00010877	0.882148055985824	0.912718307551414
106_Siletti_Thalamus.LNC.LP.VPL_Human_2022_level2	Thalamic_excitatory	112	16229	0.017544	0.042707	0.0075075	0.0097303	0.020149	0.04905	0.007466	0.0034835	46_Siletti_CerebralNuclei.SEP_Human_2022_level2	0.00021923	0.81850557938296	0.671745558822271
46_Siletti_CerebralNuclei.SEP_Human_2022_level2	Eccentric_medium_spiny_neuron	113	16460	0.020904	0.042955	0.015382	0.087083	0.035091	0.072107	0.0093574	8.8723e-05	110_Siletti_Thalamus.LNC.VA_Human_2022_level2	0.00010877	0.261617989466053	1.0223219664604
110_Siletti_Thalamus.LNC.VA_Human_2022_level2	Eccentric_medium_spiny_neuron	113	16460	0.017302	0.039885	0.014889	0.12261	0.033361	0.076905	0.0090576	0.00011555	46_Siletti_CerebralNuclei.SEP_Human_2022_level2	0.00017966	0.231501359064845	1.05117579979917
46_Siletti_CerebralNuclei.SEP_Human_2022_level2	Eccentric_medium_spiny_neuron	114	15688	0.031077	0.064392	0.0097288	0.00070237	0.033068	0.068519	0.0094992	0.00025037	336_Seeker2023_WhiteMatter_Human_2023_CSC_Young_level2	0.00010877	0.875609079497628	0.908647913532863
336_Seeker2023_WhiteMatter_Human_2023_CSC_Young_level2	glutamatergic_neuron	114	15688	0.012905	0.012192	0.013615	0.1716	0.022297	0.021065	0.013297	0.046805	46_Siletti_CerebralNuclei.SEP_Human_2022_level2	0.00042378	0.575677412006402	0.394237510730875
46_Siletti_CerebralNuclei.SEP_Human_2022_level2	Eccentric_medium_spiny_neuron	115	15332	0.029705	0.061767	0.0097269	0.0011315	0.032328	0.067223	0.0094876	0.00032879	334_Seeker2023_WhiteMatter_Human_2023_CB_Young_level2	0.00010877	0.845901976874937	0.87879132632216
334_Seeker2023_WhiteMatter_Human_2023_CB_Young_level2	glutamatergic_neuron	115	15332	0.017298	0.015152	0.014143	0.11065	0.026822	0.023495	0.013799	0.025968	46_Siletti_CerebralNuclei.SEP_Human_2022_level2	0.00018676	0.602971618088225	0.425229875437509
46_Siletti_CerebralNuclei.SEP_Human_2022_level2	Eccentric_medium_spiny_neuron	116	15117	0.029333	0.06111	0.0098208	0.0014121	0.033953	0.070736	0.0094707	0.00016909	332_Seeker2023_WhiteMatter_Human_2023_BA4_Young_level2	0.00010877	0.755626631387068	0.951656556854089
332_Seeker2023_WhiteMatter_Human_2023_BA4_Young_level2	glutamatergic_neuron	116	15117	0.017767	0.023957	0.010003	0.03786	0.025681	0.034627	0.0096483	0.0038921	46_Siletti_CerebralNuclei.SEP_Human_2022_level2	6.2304e-05	0.590011596126088	0.573017509922429
52_Siletti_CerebralNuclei.Pu_Human_2022_level2	Eccentric_medium_spiny_neuron	117	NA	NA	NA	NA	NA	0.034097	0.076993	0.0090837	8.7475e-05	54_Siletti_CerebralNuclei.CaB_Human_2022_level2	0.000128	NA	1.04246980114619
54_Siletti_CerebralNuclei.CaB_Human_2022_level2	Eccentric_medium_spiny_neuron	117	NA	NA	NA	NA	NA	0.027678	0.06394	0.0082489	0.00039725	52_Siletti_CerebralNuclei.Pu_Human_2022_level2	0.00014695	NA	0.887317133993197
52_Siletti_CerebralNuclei.Pu_Human_2022_level2	Eccentric_medium_spiny_neuron	118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000128	NA	NA
47_Siletti_CerebralNuclei.Cla_Human_2022_level2	Eccentric_medium_spiny_neuron	118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.9263e-06	NA	NA
52_Siletti_CerebralNuclei.Pu_Human_2022_level2	Eccentric_medium_spiny_neuron	119	16763	0.024528	0.05538	0.01467	0.047268	0.033961	0.076677	0.0090469	8.7375e-05	49_Siletti_CerebralNuclei.SI_Human_2022_level2	0.000128	0.326572855008615	1.04259741203641
49_Siletti_CerebralNuclei.SI_Human_2022_level2	Eccentric_medium_spiny_neuron	119	16763	0.013909	0.029855	0.017029	0.20702	0.036322	0.077963	0.010502	0.0002723	52_Siletti_CerebralNuclei.Pu_Human_2022_level2	0.00011335	0.191864470247122	0.903530972901108
52_Siletti_CerebralNuclei.Pu_Human_2022_level2	Eccentric_medium_spiny_neuron	120	16765	0.025476	0.057519	0.0096769	0.0042397	0.033059	0.074641	0.0091154	0.00014395	15_Siletti_CerebralCortex.Ig_Human_2022_level2	0.000128	0.617593856971343	0.986898420112934
15_Siletti_CerebralCortex.Ig_Human_2022_level2	Eccentric_medium_spiny_neuron	120	16765	0.010044	0.026181	0.0043072	0.0098592	0.013855	0.036113	0.0040574	0.00032019	52_Siletti_CerebralNuclei.Pu_Human_2022_level2	0.00034499	0.574075081716325	1.00935786591975
52_Siletti_CerebralNuclei.Pu_Human_2022_level2	Eccentric_medium_spiny_neuron	121	16656	0.025575	0.057792	0.010099	0.0056702	0.033168	0.07495	0.0089932	0.00011337	100_Siletti_Thalamus.LNC.VLN_Human_2022_level2	0.000128	0.569357639620163	1.01354088522633
100_Siletti_Thalamus.LNC.VLN_Human_2022_level2	Eccentric_medium_spiny_neuron	121	16656	0.015712	0.027519	0.0095114	0.049283	0.026674	0.046719	0.0084707	0.00082076	52_Siletti_CerebralNuclei.Pu_Human_2022_level2	0.00043816	0.423653418616498	0.918834530949293
52_Siletti_CerebralNuclei.Pu_Human_2022_level2	Eccentric_medium_spiny_neuron	122	16201	0.02528	0.057326	0.0096103	0.0042671	0.030376	0.068881	0.0091492	0.00045106	106_Siletti_Thalamus.LNC.LP.VPL_Human_2022_level2	0.000128	0.708318335114648	0.859477561939283
106_Siletti_Thalamus.LNC.LP.VPL_Human_2022_level2	Thalamic_excitatory	122	16201	0.013275	0.032321	0.007668	0.041712	0.019453	0.047361	0.007301	0.0038602	52_Siletti_CerebralNuclei.Pu_Human_2022_level2	0.00021923	0.571701579724225	0.659558411347135
52_Siletti_CerebralNuclei.Pu_Human_2022_level2	Eccentric_medium_spiny_neuron	123	16441	0.020762	0.046993	0.018619	0.13241	0.032894	0.074455	0.0090823	0.00014675	110_Siletti_Thalamus.LNC.VA_Human_2022_level2	0.000128	0.229058851233971	0.984749205631722
110_Siletti_Thalamus.LNC.VA_Human_2022_level2	Eccentric_medium_spiny_neuron	123	16441	0.013885	0.032013	0.018601	0.22769	0.031992	0.073758	0.009074	0.00021179	52_Siletti_CerebralNuclei.Pu_Human_2022_level2	0.00017966	0.174915488488299	0.980922940121369
52_Siletti_CerebralNuclei.Pu_Human_2022_level2	Eccentric_medium_spiny_neuron	124	15642	0.030038	0.068424	0.0096552	0.00093374	0.031031	0.070685	0.0096009	0.00061583	336_Seeker2023_WhiteMatter_Human_2023_CSC_Young_level2	0.000128	0.94369633473498	0.824739873802833
336_Seeker2023_WhiteMatter_Human_2023_CSC_Young_level2	glutamatergic_neuron	124	15642	0.013143	0.012433	0.013534	0.16575	0.0176	0.01665	0.013462	0.095546	52_Siletti_CerebralNuclei.Pu_Human_2022_level2	0.00042378	0.765401096520959	0.302351010086265
52_Siletti_CerebralNuclei.Pu_Human_2022_level2	Eccentric_medium_spiny_neuron	125	15300	0.028492	0.06505	0.0096223	0.0015357	0.029755	0.067933	0.0095663	0.00093614	334_Seeker2023_WhiteMatter_Human_2023_CB_Young_level2	0.000128	0.929022855398401	0.778017610487228
334_Seeker2023_WhiteMatter_Human_2023_CB_Young_level2	glutamatergic_neuron	125	15300	0.01713	0.01502	0.014078	0.11185	0.021627	0.018962	0.014	0.061209	52_Siletti_CerebralNuclei.Pu_Human_2022_level2	0.00018676	0.784187271109044	0.325362583762008
52_Siletti_CerebralNuclei.Pu_Human_2022_level2	Eccentric_medium_spiny_neuron	126	15094	0.027926	0.063839	0.0098377	0.0022685	0.031767	0.07262	0.0095236	0.00042671	332_Seeker2023_WhiteMatter_Human_2023_BA4_Young_level2	0.000128	0.784678171489345	0.865668878363151
332_Seeker2023_WhiteMatter_Human_2023_BA4_Young_level2	glutamatergic_neuron	126	15094	0.015656	0.021119	0.010058	0.0598	0.022818	0.030779	0.0097389	0.009573	52_Siletti_CerebralNuclei.Pu_Human_2022_level2	6.2304e-05	0.60590784313225	0.480075993014042
54_Siletti_CerebralNuclei.CaB_Human_2022_level2	Eccentric_medium_spiny_neuron	127	16773	0.0014694	0.0033939	0.013892	0.45788	0.029016	0.067017	0.008118	0.00017614	47_Siletti_CerebralNuclei.Cla_Human_2022_level2	0.00014695	0.0903664073257023	0.979469897389236
47_Siletti_CerebralNuclei.Cla_Human_2022_level2	Eccentric_medium_spiny_neuron	127	16773	0.044257	0.093115	0.018113	0.0072808	0.045812	0.096386	0.010583	7.5391e-06	54_Siletti_CerebralNuclei.CaB_Human_2022_level2	7.9263e-06	0.417324660453284	1.00426412517471
54_Siletti_CerebralNuclei.CaB_Human_2022_level2	Eccentric_medium_spiny_neuron	128	16757	0.015581	0.035992	0.012707	0.11007	0.028582	0.066023	0.0080659	0.00019798	49_Siletti_CerebralNuclei.SI_Human_2022_level2	0.00014695	0.258772087952599	0.966225552483679
49_Siletti_CerebralNuclei.SI_Human_2022_level2	Eccentric_medium_spiny_neuron	128	16757	0.021825	0.046847	0.016483	0.092744	0.037442	0.080371	0.010463	0.00017324	54_Siletti_CerebralNuclei.CaB_Human_2022_level2	0.00011335	0.274559314099602	0.953308075929177
54_Siletti_CerebralNuclei.CaB_Human_2022_level2	Eccentric_medium_spiny_neuron	129	16754	0.020865	0.048198	0.0086989	0.0082362	0.027768	0.064144	0.0082143	0.00036277	15_Siletti_CerebralCortex.Ig_Human_2022_level2	0.00014695	0.605828426272998	0.897605233557856
15_Siletti_CerebralCortex.Ig_Human_2022_level2	Eccentric_medium_spiny_neuron	129	16754	0.010331	0.026935	0.0042896	0.0080173	0.013721	0.035774	0.0040507	0.00035364	54_Siletti_CerebralNuclei.CaB_Human_2022_level2	0.00034499	0.607274848871684	0.996893623862094
54_Siletti_CerebralNuclei.CaB_Human_2022_level2	Eccentric_medium_spiny_neuron	130	16643	0.020891	0.048303	0.0088233	0.0089543	0.02835	0.065548	0.0078793	0.00016081	100_Siletti_Thalamus.LNC.VLN_Human_2022_level2	0.00014695	0.539835887193504	0.989787322332506
100_Siletti_Thalamus.LNC.VLN_Human_2022_level2	Eccentric_medium_spiny_neuron	130	16643	0.017723	0.031049	0.0094381	0.030213	0.027783	0.048674	0.0084289	0.00049119	54_Siletti_CerebralNuclei.CaB_Human_2022_level2	0.00043816	0.459329331997496	0.985225919441615
54_Siletti_CerebralNuclei.CaB_Human_2022_level2	Eccentric_medium_spiny_neuron	131	16191	0.020354	0.047224	0.0084627	0.0080898	0.025775	0.059801	0.0079863	0.00062607	106_Siletti_Thalamus.LNC.LP.VPL_Human_2022_level2	0.00014695	0.653080216822224	0.835773244286424
106_Siletti_Thalamus.LNC.LP.VPL_Human_2022_level2	Thalamic_excitatory	131	16191	0.014834	0.036116	0.0076662	0.026505	0.020938	0.050977	0.0072351	0.0019053	54_Siletti_CerebralNuclei.CaB_Human_2022_level2	0.00021923	0.579651087259258	0.743362198503031
54_Siletti_CerebralNuclei.CaB_Human_2022_level2	Eccentric_medium_spiny_neuron	132	16436	0.005223	0.012095	0.017138	0.38027	0.026906	0.062306	0.0080419	0.0004114	110_Siletti_Thalamus.LNC.VA_Human_2022_level2	0.00014695	0.124022655912439	0.883351296777636
110_Siletti_Thalamus.LNC.VA_Human_2022_level2	Eccentric_medium_spiny_neuron	132	16436	0.027557	0.063535	0.019234	0.075977	0.032734	0.07547	0.0090251	0.00014385	54_Siletti_CerebralNuclei.CaB_Human_2022_level2	0.00017966	0.291330452921011	1.02577500369337
54_Siletti_CerebralNuclei.CaB_Human_2022_level2	Eccentric_medium_spiny_neuron	133	15630	0.022695	0.052882	0.0084623	0.0036646	0.024444	0.056958	0.0082857	0.0015907	336_Seeker2023_WhiteMatter_Human_2023_CSC_Young_level2	0.00014695	0.870484284445823	0.730116237839187
336_Seeker2023_WhiteMatter_Human_2023_CSC_Young_level2	glutamatergic_neuron	133	15630	0.01345	0.012728	0.013221	0.15452	0.020655	0.019546	0.012948	0.055344	54_Siletti_CerebralNuclei.CaB_Human_2022_level2	0.00042378	0.645235336866598	0.372659886713113
54_Siletti_CerebralNuclei.CaB_Human_2022_level2	Eccentric_medium_spiny_neuron	134	15288	0.021921	0.051197	0.0084496	0.0047435	0.02406	0.056192	0.0082787	0.0018319	334_Seeker2023_WhiteMatter_Human_2023_CB_Young_level2	0.00014695	0.849038249111864	0.714119317801403
334_Seeker2023_WhiteMatter_Human_2023_CB_Young_level2	glutamatergic_neuron	134	15288	0.017422	0.015281	0.013782	0.1031	0.024581	0.021559	0.013505	0.034385	54_Siletti_CerebralNuclei.CaB_Human_2022_level2	0.00018676	0.674173582037044	0.39252947085057
54_Siletti_CerebralNuclei.CaB_Human_2022_level2	Eccentric_medium_spiny_neuron	135	15079	0.020369	0.047634	0.0087286	0.0098147	0.02515	0.058814	0.0082304	0.0011246	332_Seeker2023_WhiteMatter_Human_2023_BA4_Young_level2	0.00014695	0.680950038213277	0.769405793026209
332_Seeker2023_WhiteMatter_Human_2023_BA4_Young_level2	glutamatergic_neuron	135	15079	0.01647	0.022222	0.010019	0.050105	0.024259	0.032732	0.0094476	0.005123	54_Siletti_CerebralNuclei.CaB_Human_2022_level2	6.2304e-05	0.567619628206169	0.544640190263872
47_Siletti_CerebralNuclei.Cla_Human_2022_level2	Eccentric_medium_spiny_neuron	136	16830	0.047342	0.099548	0.019957	0.0088471	0.04589	0.096496	0.010681	8.7319e-06	49_Siletti_CerebralNuclei.SI_Human_2022_level2	7.9263e-06	0.405859498401874	0.991758708353678
49_Siletti_CerebralNuclei.SI_Human_2022_level2	Eccentric_medium_spiny_neuron	136	16830	-0.0016837	-0.0036116	0.019554	0.53431	0.037499	0.080433	0.010467	0.00017069	47_Siletti_CerebralNuclei.Cla_Human_2022_level2	0.00011335	0.0722456821575982	0.954940307223376
47_Siletti_CerebralNuclei.Cla_Human_2022_level2	Eccentric_medium_spiny_neuron	137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.9263e-06	NA	NA
15_Siletti_CerebralCortex.Ig_Human_2022_level2	Eccentric_medium_spiny_neuron	137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00034499	NA	NA
47_Siletti_CerebralNuclei.Cla_Human_2022_level2	Eccentric_medium_spiny_neuron	138	16706	0.039001	0.082113	0.013668	0.0021648	0.045291	0.095356	0.010561	9.0415e-06	100_Siletti_Thalamus.LNC.VLN_Human_2022_level2	7.9263e-06	0.52829287631295	0.988792242488909
100_Siletti_Thalamus.LNC.VLN_Human_2022_level2	Eccentric_medium_spiny_neuron	138	16706	0.0079199	0.013857	0.010925	0.23425	0.027709	0.048482	0.0084433	0.00051687	47_Siletti_CerebralNuclei.Cla_Human_2022_level2	0.00043816	0.191783855356558	0.978635869162892
47_Siletti_CerebralNuclei.Cla_Human_2022_level2	Eccentric_medium_spiny_neuron	139	16226	0.036943	0.078145	0.011613	0.00073476	0.042046	0.08894	0.011216	8.9238e-05	106_Siletti_Thalamus.LNC.LP.VPL_Human_2022_level2	7.9263e-06	0.773896297437037	0.793865152668275
106_Siletti_Thalamus.LNC.LP.VPL_Human_2022_level2	Thalamic_excitatory	139	16226	0.012909	0.031424	0.0076147	0.045028	0.019188	0.046712	0.0073566	0.0045539	47_Siletti_CerebralNuclei.Cla_Human_2022_level2	0.00021923	0.575037516440766	0.639943292078916
47_Siletti_CerebralNuclei.Cla_Human_2022_level2	Eccentric_medium_spiny_neuron	140	16448	0.047779	0.10085	0.020538	0.010006	0.045445	0.095921	0.010542	8.1892e-06	110_Siletti_Thalamus.LNC.VA_Human_2022_level2	7.9263e-06	0.393126485700051	0.997221884365486
110_Siletti_Thalamus.LNC.VA_Human_2022_level2	Eccentric_medium_spiny_neuron	140	16448	-0.0023228	-0.0053549	0.01754	0.55268	0.032696	0.075377	0.0090052	0.00014176	47_Siletti_CerebralNuclei.Cla_Human_2022_level2	0.00017966	0.0669169403208161	1.02747199453617
47_Siletti_CerebralNuclei.Cla_Human_2022_level2	Eccentric_medium_spiny_neuron	141	15664	0.040902	0.08702	0.011616	0.00021538	0.042231	0.089846	0.011096	7.0902e-05	336_Seeker2023_WhiteMatter_Human_2023_CSC_Young_level2	7.9263e-06	0.883705189106612	0.813448121325995
336_Seeker2023_WhiteMatter_Human_2023_CSC_Young_level2	glutamatergic_neuron	141	15664	0.0053864	0.0050923	0.013925	0.34945	0.019887	0.018801	0.013308	0.067547	47_Siletti_CerebralNuclei.Cla_Human_2022_level2	0.00042378	0.390137834475165	0.347003460924532
47_Siletti_CerebralNuclei.Cla_Human_2022_level2	Eccentric_medium_spiny_neuron	142	15317	0.039581	0.08447	0.011644	0.0003388	0.041792	0.089188	0.011101	8.3738e-05	334_Seeker2023_WhiteMatter_Human_2023_CB_Young_level2	7.9263e-06	0.851113737675823	0.799281272293715
334_Seeker2023_WhiteMatter_Human_2023_CB_Young_level2	glutamatergic_neuron	142	15317	0.0091354	0.0080057	0.014515	0.26456	0.024022	0.021051	0.013844	0.041367	47_Siletti_CerebralNuclei.Cla_Human_2022_level2	0.00018676	0.417448584143518	0.370997931645553
47_Siletti_CerebralNuclei.Cla_Human_2022_level2	Eccentric_medium_spiny_neuron	143	15105	0.039089	0.083562	0.01177	0.0004495	0.043607	0.09322	0.01094	3.3759e-05	332_Seeker2023_WhiteMatter_Human_2023_BA4_Young_level2	7.9263e-06	0.748560358514532	0.876626589620398
332_Seeker2023_WhiteMatter_Human_2023_BA4_Young_level2	glutamatergic_neuron	143	15105	0.01089	0.014686	0.010465	0.14905	0.023711	0.031977	0.0097307	0.0074162	47_Siletti_CerebralNuclei.Cla_Human_2022_level2	6.2304e-05	0.388140113234609	0.506438386431876
49_Siletti_CerebralNuclei.SI_Human_2022_level2	Eccentric_medium_spiny_neuron	144	16802	0.027965	0.060001	0.011003	0.0055212	0.036171	0.077607	0.010497	0.00028526	15_Siletti_CerebralCortex.Ig_Human_2022_level2	0.00011335	0.636987293887378	0.898413032235072
15_Siletti_CerebralCortex.Ig_Human_2022_level2	Eccentric_medium_spiny_neuron	144	16802	0.010522	0.027406	0.0042373	0.0065172	0.013756	0.035831	0.0040423	0.00033409	49_Siletti_CerebralNuclei.SI_Human_2022_level2	0.00034499	0.628841513095409	1.00402722440703
49_Siletti_CerebralNuclei.SI_Human_2022_level2	Eccentric_medium_spiny_neuron	145	16676	0.027085	0.058185	0.012753	0.01685	0.037047	0.079588	0.010403	0.00018514	100_Siletti_Thalamus.LNC.VLN_Human_2022_level2	0.00011335	0.475123970003108	0.945995565351997
100_Siletti_Thalamus.LNC.VLN_Human_2022_level2	Eccentric_medium_spiny_neuron	145	16676	0.014243	0.024936	0.010546	0.088423	0.027199	0.047618	0.0086036	0.00078679	49_Siletti_CerebralNuclei.SI_Human_2022_level2	0.00043816	0.339364319248145	0.924300684547501
49_Siletti_CerebralNuclei.SI_Human_2022_level2	Eccentric_medium_spiny_neuron	146	16210	0.029245	0.063115	0.010871	0.0035732	0.034613	0.0747	0.01055	0.00051869	106_Siletti_Thalamus.LNC.LP.VPL_Human_2022_level2	0.00011335	0.744862725822468	0.832600883546858
106_Siletti_Thalamus.LNC.LP.VPL_Human_2022_level2	Thalamic_excitatory	146	16210	0.015479	0.037684	0.0075682	0.020423	0.020395	0.049652	0.0073458	0.0027518	49_Siletti_CerebralNuclei.SI_Human_2022_level2	0.00021923	0.660010777458428	0.699730294987261
