Dataset	Cell_type	MODEL	NGENES	BETA	BETA_STD	SE	P	Marginal.P	PS
DropViz_FC_level2	Neuron_Slc17a7_Nptxr-Calb1.6_1	38	15085	0.027905	0.075856	0.0092108	0.0012268	0.00031878	0.832609407808201
DropViz_FC_level2	Neuron_Gad1Gad2_Synpr-Pcdh11x.1_6	39	15085	0.025751	0.070912	0.0083904	0.0010756	0.0002541	0.825689306907077
DropViz_FC_level2	Neuron_Slc17a7_Nptxr-Ndst4.6_2	39	15085	0.023667	0.065276	0.0088596	0.0037812	0.00087083	0.791607063895039
DropViz_FC_level2	Neuron_Gad1Gad2_Synpr-Pcdh11x.1_6	40	15085	0.025256	0.06955	0.0084262	0.0013639	0.0002541	0.797001721466292
DropViz_FC_level2	Neuron_Slc17a7-Slc17a6_Nptxr-Rorb.6_3	40	15085	0.025118	0.06841	0.0097228	0.0048959	0.0008838	0.756527593325655
DropViz_FC_level2	Neuron_Gad1Gad2_Synpr-Pcdh11x.1_6	41	15085	0.026123	0.071936	0.0083862	0.00092164	0.0002541	0.844351216601942
DropViz_FC_level2	Neuron_Slc17a7_Nptxr-Deptor.6_4	41	15085	0.02436	0.066354	0.010051	0.0076908	0.0020287	0.785072222066413
DropViz_FC_level2	Neuron_Gad1Gad2_Synpr-Pcdh11x.1_6	42	15085	0.027004	0.074362	0.0083508	0.00061239	0.0002541	0.89373465341553
DropViz_FC_level2	Neuron_Slc17a7_Parm1_Nnat.7_2	42	15085	0.018565	0.05174	0.0082815	0.012499	0.0049398	0.825188596664649
DropViz_FC_level2	Neuron_Gad1Gad2_Synpr-Pcdh11x.1_6	43	15085	0.02669	0.073498	0.0083613	0.00070769	0.0002541	0.876261760485813
DropViz_FC_level2	Neuron_Slc17a7_Parm1_Lsamp.7_3	43	15085	0.021709	0.05932	0.0092801	0.0096658	0.0033149	0.812558245335523
DropViz_FC_level2	Neuron_Gad1Gad2_Synpr-Pcdh11x.1_6	44	15085	0.026333	0.072513	0.0083552	0.00081346	0.0002541	0.859434716808762
DropViz_FC_level2	Neuron_Slc17a7_Parm1_Nefm.7_6	44	15085	0.026581	0.072424	0.009275	0.0020822	0.00064147	0.839845181583067
DropViz_FC_level2	Neuron_Gad1Gad2_Synpr-Pcdh11x.1_6	45	15085	0.026674	0.073452	0.0083518	0.0007037	0.0002541	0.876944795539429
DropViz_FC_level2	Neuron_Slc17a7_Parm1_Tshz2.7_7	45	15085	0.019976	0.055605	0.0077088	0.0047845	0.0016786	0.836079031282227
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Sema5a.3_1	46	15085	0.023756	0.065191	0.0097352	0.0073459	0.0019305	0.786181059586091
DropViz_FC_level2	Neuron_Gad1Gad2_Pvalb-Necab1.2_9	46	15085	0.014393	0.039288	0.0083955	0.043239	0.01046	0.688788781922615
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Bdnf.3_11	47	15085	0.014224	0.041196	0.0064191	0.013356	0.0078261	0.889800133033161
DropViz_FC_level2	Neuron_Gad1Gad2_Pvalb-Necab1.2_9	47	15085	0.017253	0.047094	0.008223	0.017956	0.01046	0.881503828985613
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Kit.3_12	48	15085	0.030169	0.083429	0.009642	0.00087904	0.00028156	0.86073861069867
DropViz_FC_level2	Neuron_Gad1Gad2_Pvalb-Necab1.2_9	48	15085	0.014888	0.040638	0.0082879	0.036232	0.01046	0.727559073311435
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Fos.3_13	49	15085	0.019732	0.055047	0.0088949	0.013273	0.0064261	0.856289202974003
DropViz_FC_level2	Neuron_Gad1Gad2_Pvalb-Necab1.2_9	49	15085	0.016639	0.045419	0.0082528	0.021899	0.01046	0.837971354274415
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Etv1.3_2	50	15085	0.019739	0.055689	0.0082994	0.0087022	0.0033109	0.830776665631528
DropViz_FC_level2	Neuron_Gad1Gad2_Pvalb-Necab1.2_9	50	15085	0.015774	0.043056	0.0082944	0.028613	0.01046	0.779329107708804
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Efna5.3_3	51	15085	0.029009	0.079615	0.009604	0.0012642	0.00041594	0.857205122589453
DropViz_FC_level2	Neuron_Gad1Gad2_Pvalb-Necab1.2_9	51	15085	0.015024	0.041009	0.0082883	0.034955	0.01046	0.735427414899211
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Cyp26b1.3_4	52	15085	0.018926	0.052162	0.0094647	0.022778	0.0075723	0.774474703283859
DropViz_FC_level2	Neuron_Gad1Gad2_Pvalb-Necab1.2_9	52	15085	0.015498	0.042305	0.0083654	0.031974	0.01046	0.754974476338216
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Slc30a3.3_5	53	15085	0.018015	0.049613	0.0090437	0.023198	0.0066089	0.74983776163576
DropViz_FC_level2	Neuron_Gad1Gad2_Pvalb-Necab1.2_9	53	15085	0.014979	0.040886	0.0084242	0.037708	0.01046	0.718802967192979
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Slc24a2.3_6	54	15085	0.018351	0.051207	0.0066887	0.0030429	0.00076036	0.806902168116158
DropViz_FC_level2	Neuron_Gad1Gad2_Pvalb-Necab1.2_9	54	15085	0.014035	0.03831	0.008379	0.046977	0.01046	0.670606396878967
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Lypd1.3_7	55	15085	0.027615	0.075972	0.0095089	0.0018442	0.00078672	0.880809795340742
DropViz_FC_level2	Neuron_Gad1Gad2_Pvalb-Necab1.2_9	55	15085	0.016026	0.043744	0.0082479	0.026019	0.01046	0.800169023918437
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Sema3c.3_9	56	15085	0.0198	0.054715	0.0092558	0.016218	0.0075242	0.842933489787297
DropViz_FC_level2	Neuron_Gad1Gad2_Pvalb-Necab1.2_9	56	15085	0.016527	0.045111	0.0082646	0.022777	0.01046	0.829351050645658
DropViz_FC_level2	Neuron_Slc17a7_Nptxr-Calb1.6_1	57	15085	0.027899	0.075841	0.0093934	0.001491	0.00031878	0.8083841369027
DropViz_FC_level2	Neuron_Gad1Gad2_Pvalb-Necab1.2_9	57	15085	0.013263	0.036204	0.0084058	0.057309	0.01046	0.627011883955475
DropViz_FC_level2	Neuron_Slc17a7_Nptxr-Ndst4.6_2	58	15085	0.024048	0.066325	0.009026	0.0038616	0.00087083	0.788620973155923
DropViz_FC_level2	Neuron_Gad1Gad2_Pvalb-Necab1.2_9	58	15085	0.013652	0.037265	0.008423	0.052538	0.01046	0.646072675753807
DropViz_FC_level2	Neuron_Slc17a7-Slc17a6_Nptxr-Rorb.6_3	59	15085	0.026313	0.071664	0.0098458	0.0037682	0.0008838	0.793761311090135
DropViz_FC_level2	Neuron_Gad1Gad2_Pvalb-Necab1.2_9	59	15085	0.013811	0.037698	0.0084079	0.050243	0.01046	0.655867315174931
DropViz_FC_level2	Neuron_Slc17a7_Nptxr-Deptor.6_4	60	15085	0.024603	0.067015	0.010242	0.0081555	0.0020287	0.775610233383474
DropViz_FC_level2	Neuron_Gad1Gad2_Pvalb-Necab1.2_9	60	15085	0.014203	0.038769	0.0084202	0.045834	0.01046	0.676007906378346
DropViz_FC_level2	Neuron_Slc17a7_Parm1_Nnat.7_2	61	15085	0.017918	0.049937	0.0084534	0.01703	0.0049398	0.766939485338214
DropViz_FC_level2	Neuron_Gad1Gad2_Pvalb-Necab1.2_9	61	15085	0.014953	0.040816	0.0083995	0.037529	0.01046	0.719846410333662
DropViz_FC_level2	Neuron_Slc17a7_Parm1_Lsamp.7_3	62	15085	0.020705	0.056577	0.0096073	0.015583	0.0033149	0.728907996260564
DropViz_FC_level2	Neuron_Gad1Gad2_Pvalb-Necab1.2_9	62	15085	0.013772	0.037593	0.0085295	0.053201	0.01046	0.643322690093131
DropViz_FC_level2	Neuron_Slc17a7_Parm1_Nefm.7_6	63	15085	0.025432	0.069293	0.0097821	0.0046676	0.00064147	0.73004544708783
DropViz_FC_level2	Neuron_Gad1Gad2_Pvalb-Necab1.2_9	63	15085	0.011403	0.031126	0.0086831	0.094556	0.01046	0.517206410232285
DropViz_FC_level2	Neuron_Slc17a7_Parm1_Tshz2.7_7	64	15085	0.018756	0.052208	0.0080941	0.010252	0.0016786	0.716812096673417
DropViz_FC_level2	Neuron_Gad1Gad2_Pvalb-Necab1.2_9	64	15085	0.012522	0.03418	0.008641	0.073663	0.01046	0.571960979730119
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Sema5a.3_1	65	15085	0.021237	0.05828	0.011284	0.029927	0.0019305	0.561441205535124
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Bdnf.3_11	65	15085	0.007729	0.022384	0.0075967	0.15449	0.0078261	0.385054405679459
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Kit.3_12	66	15085	NA	NA	NA	NA	0.00028156	NA
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Sema5a.3_1	66	15085	NA	NA	NA	NA	0.0019305	NA
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Sema5a.3_1	67	15085	0.022264	0.061099	0.014411	0.061191	0.0019305	0.447002524619418
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Fos.3_13	67	15085	0.0063958	0.017843	0.013395	0.31652	0.0064261	0.227913719350045
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Sema5a.3_1	68	15085	0.018472	0.050692	0.014114	0.095311	0.0019305	0.376099037643571
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Etv1.3_2	68	15085	0.01046	0.029511	0.012179	0.19522	0.0033109	0.286072686250172
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Efna5.3_3	69	15085	NA	NA	NA	NA	0.00041594	NA
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Sema5a.3_1	69	15085	NA	NA	NA	NA	0.0019305	NA
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Sema5a.3_1	70	15085	NA	NA	NA	NA	0.0019305	NA
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Cyp26b1.3_4	70	15085	NA	NA	NA	NA	0.0075723	NA
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Sema5a.3_1	71	15085	0.021435	0.058822	0.013198	0.052186	0.0019305	0.472472359067933
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Slc30a3.3_5	71	15085	0.0080055	0.022048	0.012219	0.25618	0.0066089	0.271325609485917
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Slc24a2.3_6	72	15085	0.014636	0.040841	0.0086654	0.045618	0.00076036	0.429904469366697
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Sema5a.3_1	72	15085	0.013483	0.037	0.012587	0.14206	0.0019305	0.312242110972699
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Lypd1.3_7	73	15085	0.022771	0.062645	0.016438	0.083001	0.00078672	0.348213293585351
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Sema5a.3_1	73	15085	0.0086909	0.02385	0.016534	0.29957	0.0019305	0.192865879667447
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Sema5a.3_1	74	15085	0.02272	0.062348	0.013955	0.051769	0.0019305	0.473756003173302
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Sema3c.3_9	74	15085	0.0062218	0.017193	0.013478	0.32218	0.0075242	0.231642210407353
DropViz_FC_level2	Neuron_Slc17a7_Nptxr-Calb1.6_1	75	15085	0.023962	0.065137	0.011065	0.015181	0.00031878	0.520147282393811
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Sema5a.3_1	75	15085	0.013459	0.036934	0.011482	0.12057	0.0019305	0.338485251759605
DropViz_FC_level2	Neuron_Slc17a7_Nptxr-Ndst4.6_2	76	15085	0.019603	0.054065	0.010259	0.028033	0.00087083	0.50728647992784
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Sema5a.3_1	76	15085	0.016447	0.045136	0.011102	0.069246	0.0019305	0.427216007520424
DropViz_FC_level2	Neuron_Slc17a7-Slc17a6_Nptxr-Rorb.6_3	77	15085	0.020997	0.057186	0.011716	0.036558	0.0008838	0.470590752885763
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Sema5a.3_1	77	15085	0.015493	0.042517	0.011601	0.09087	0.0019305	0.383733517106563
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Sema5a.3_1	78	15085	0.01628	0.044676	0.013438	0.11286	0.0019305	0.349058473485057
DropViz_FC_level2	Neuron_Slc17a7_Nptxr-Deptor.6_4	78	15085	0.016544	0.045065	0.014096	0.12027	0.0020287	0.34159565486042
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Sema5a.3_1	79	15085	0.020281	0.055657	0.010927	0.031726	0.0019305	0.552101097867235
DropViz_FC_level2	Neuron_Slc17a7_Parm1_Nnat.7_2	79	15085	0.012558	0.034999	0.0094834	0.09273	0.0049398	0.447809883498536
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Sema5a.3_1	80	15085	0.018758	0.051477	0.011758	0.055323	0.0019305	0.46313240747206
DropViz_FC_level2	Neuron_Slc17a7_Parm1_Lsamp.7_3	80	15085	0.0143	0.039075	0.011421	0.10528	0.0033149	0.394290165445461
DropViz_FC_level2	Neuron_Slc17a7_Parm1_Nefm.7_6	81	15085	0.021408	0.058329	0.011744	0.034173	0.00064147	0.459253956463002
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Sema5a.3_1	81	15085	0.013802	0.037877	0.012088	0.12678	0.0019305	0.330449572617784
DropViz_FC_level2	Neuron_Slc17a7_Parm1_Tshz2.7_7	82	15085	0.01493	0.041558	0.0090637	0.049769	0.0016786	0.469555424022886
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Sema5a.3_1	82	15085	0.017594	0.048281	0.01122	0.058443	0.0019305	0.454354264503272
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Kit.3_12	83	15085	0.02871	0.079393	0.011224	0.0052711	0.00028156	0.641640409272596
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Bdnf.3_11	83	15085	0.0052654	0.015249	0.0075313	0.24224	0.0078261	0.292317783686042
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Fos.3_13	84	15085	0.015021	0.041904	0.010223	0.070892	0.0064261	0.524350014642363
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Bdnf.3_11	84	15085	0.0099642	0.028858	0.0074045	0.089212	0.0078261	0.498266955648493
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Etv1.3_2	85	15085	0.016751	0.047261	0.0091539	0.033637	0.0033109	0.594012381467155
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Bdnf.3_11	85	15085	0.0096274	0.027882	0.0071415	0.088826	0.0078261	0.499160955569422
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Efna5.3_3	86	15085	0.027418	0.07525	0.011392	0.0080526	0.00041594	0.619367903015528
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Bdnf.3_11	86	15085	0.0052309	0.015149	0.0076745	0.24775	0.0078261	0.287680700454125
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Cyp26b1.3_4	87	15085	0.014779	0.040732	0.010939	0.088351	0.0075723	0.496889074794886
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Bdnf.3_11	87	15085	0.010033	0.029058	0.0075474	0.091869	0.0078261	0.492216166174352
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Slc30a3.3_5	88	15085	0.01566	0.043127	0.009666	0.052618	0.0066089	0.586670389814935
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Bdnf.3_11	88	15085	0.010721	0.031048	0.0070286	0.063608	0.0078261	0.568010464371127
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Slc24a2.3_6	89	15085	0.017186	0.047958	0.0070908	0.0076867	0.00076036	0.67786890848361
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Bdnf.3_11	89	15085	0.0089389	0.025888	0.0069341	0.09869	0.0078261	0.477450046937327
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Lypd1.3_7	90	15085	0.024789	0.068197	0.0113	0.014136	0.00078672	0.595865438627743
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Bdnf.3_11	90	15085	0.0062287	0.018039	0.0076514	0.20781	0.0078261	0.323925118227863
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Sema3c.3_9	91	15085	0.015186	0.041966	0.010431	0.072728	0.0075242	0.536038187486685
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Bdnf.3_11	91	15085	0.010411	0.030151	0.0072709	0.076103	0.0078261	0.531033623570822
DropViz_FC_level2	Neuron_Slc17a7_Nptxr-Calb1.6_1	92	15085	0.026914	0.073164	0.0096702	0.0026946	0.00031878	0.734877485878388
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Bdnf.3_11	92	15085	0.0093678	0.027131	0.0067552	0.082769	0.0078261	0.513722103573321
DropViz_FC_level2	Neuron_Slc17a7_Nptxr-Ndst4.6_2	93	15085	0.022822	0.062942	0.0093883	0.0075379	0.00087083	0.693693926745745
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Bdnf.3_11	93	15085	0.0095404	0.027631	0.0068392	0.081524	0.0078261	0.516846893364045
DropViz_FC_level2	Neuron_Slc17a7-Slc17a6_Nptxr-Rorb.6_3	94	15085	0.024886	0.067777	0.010263	0.0076637	0.0008838	0.692798543899841
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Bdnf.3_11	94	15085	0.009539	0.027626	0.0068416	0.081629	0.0078261	0.516581520508692
DropViz_FC_level2	Neuron_Slc17a7_Nptxr-Deptor.6_4	95	15085	0.022261	0.060637	0.011219	0.023628	0.0020287	0.604049245220944
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Bdnf.3_11	95	15085	0.0088778	0.025711	0.0072004	0.10881	0.0078261	0.457323498193189
DropViz_FC_level2	Neuron_Slc17a7_Parm1_Nnat.7_2	96	15085	0.01663	0.046347	0.0086873	0.027805	0.0049398	0.674623170866545
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Bdnf.3_11	96	15085	0.011374	0.032941	0.0067384	0.04572	0.0078261	0.636089557195489
DropViz_FC_level2	Neuron_Slc17a7_Parm1_Lsamp.7_3	97	15085	0.019733	0.05392	0.0098133	0.022181	0.0033149	0.667069632598461
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Bdnf.3_11	97	15085	0.010784	0.031231	0.0068012	0.05643	0.0078261	0.592697295981261
DropViz_FC_level2	Neuron_Slc17a7_Parm1_Nefm.7_6	98	15085	0.024869	0.067759	0.0099197	0.0060922	0.00064147	0.693814031321351
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Bdnf.3_11	98	15085	0.0091161	0.026402	0.0068736	0.092389	0.0078261	0.491052468018881
DropViz_FC_level2	Neuron_Slc17a7_Parm1_Tshz2.7_7	99	15085	0.018638	0.051879	0.0080328	0.010172	0.0016786	0.718038107952033
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Bdnf.3_11	99	15085	0.010839	0.031392	0.0066943	0.052717	0.0078261	0.606730051567324
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Kit.3_12	100	15085	0.040567	0.11218	0.016517	0.00703	0.00028156	0.606418167669291
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Fos.3_13	100	15085	-0.0087404	-0.024383	0.015302	0.71606	0.0064261	0.0661711270473347
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Kit.3_12	101	15085	0.029794	0.082393	0.01387	0.015861	0.00028156	0.506887875476858
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Etv1.3_2	101	15085	0.0036274	0.010234	0.011929	0.38054	0.0033109	0.169189742222373
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Kit.3_12	102	15085	NA	NA	NA	NA	0.00028156	NA
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Efna5.3_3	102	15085	NA	NA	NA	NA	0.00041594	NA
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Kit.3_12	103	15085	NA	NA	NA	NA	0.00028156	NA
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Cyp26b1.3_4	103	15085	NA	NA	NA	NA	0.0075723	NA
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Kit.3_12	104	15085	0.031815	0.08798	0.013247	0.0081657	0.00028156	0.588099791354625
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Slc30a3.3_5	104	15085	0.0013879	0.0038224	0.012224	0.4548	0.0066089	0.156972395305763
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Kit.3_12	105	15085	0.022935	0.063424	0.012217	0.030244	0.00028156	0.427937230122868
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Slc24a2.3_6	105	15085	0.010876	0.03035	0.0083825	0.09724	0.00076036	0.324514684397084
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Kit.3_12	106	15085	NA	NA	NA	NA	0.00028156	NA
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Lypd1.3_7	106	15085	NA	NA	NA	NA	0.00078672	NA
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Kit.3_12	107	15085	0.039123	0.10819	0.015664	0.0062569	0.00028156	0.620668871011385
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Sema3c.3_9	107	15085	-0.0075953	-0.020989	0.015079	0.69276	0.0075242	0.0750714473474032
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Kit.3_12	108	15085	0.021256	0.058781	0.011549	0.03286	0.00028156	0.41778963126432
DropViz_FC_level2	Neuron_Slc17a7_Nptxr-Calb1.6_1	108	15085	0.019708	0.053575	0.011094	0.037831	0.00031878	0.406734890618628
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Kit.3_12	109	15085	0.023602	0.06527	0.011379	0.019043	0.00028156	0.484523028492576
DropViz_FC_level2	Neuron_Slc17a7_Nptxr-Ndst4.6_2	109	15085	0.015586	0.042986	0.010481	0.068518	0.00087083	0.380447705119462
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Kit.3_12	110	15085	0.02352	0.065042	0.011592	0.021243	0.00028156	0.471149861161376
DropViz_FC_level2	Neuron_Slc17a7-Slc17a6_Nptxr-Rorb.6_3	110	15085	0.016495	0.044924	0.011668	0.07874	0.0008838	0.361471037750665
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Kit.3_12	111	15085	0.02658	0.073503	0.013084	0.021113	0.00028156	0.471900728555476
DropViz_FC_level2	Neuron_Slc17a7_Nptxr-Deptor.6_4	111	15085	0.0095781	0.02609	0.01368	0.24191	0.0020287	0.228888242510552
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Kit.3_12	112	15085	0.02765	0.076464	0.011323	0.0073118	0.00028156	0.601610585717195
DropViz_FC_level2	Neuron_Slc17a7_Parm1_Nnat.7_2	112	15085	0.0083352	0.023231	0.0097956	0.19742	0.0049398	0.305516070688529
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Kit.3_12	113	15085	0.027235	0.075317	0.012056	0.011946	0.00028156	0.541562010125509
DropViz_FC_level2	Neuron_Slc17a7_Parm1_Lsamp.7_3	113	15085	0.008884	0.024275	0.011672	0.2233	0.0033149	0.262594681362421
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Kit.3_12	114	15085	0.022733	0.062866	0.011648	0.025497	0.00028156	0.448822070947056
DropViz_FC_level2	Neuron_Slc17a7_Parm1_Nefm.7_6	114	15085	0.017038	0.046421	0.011279	0.065466	0.00064147	0.370826679997552
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Kit.3_12	115	15085	0.025427	0.070315	0.010673	0.0086083	0.00028156	0.581643114375853
DropViz_FC_level2	Neuron_Slc17a7_Parm1_Tshz2.7_7	115	15085	0.013266	0.036926	0.0085935	0.06134	0.0016786	0.436840782473087
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Etv1.3_2	116	15085	0.015584	0.043966	0.010821	0.074917	0.0033109	0.453788365472153
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Fos.3_13	116	15085	0.011	0.030686	0.011655	0.17266	0.0064261	0.347988132725545
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Efna5.3_3	117	15085	0.033559	0.092102	0.015	0.012643	0.00041594	0.561421795528857
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Fos.3_13	117	15085	-0.0022136	-0.0061755	0.013952	0.56303	0.0064261	0.113805879027498
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Fos.3_13	118	15085	0.013418	0.037433	0.013546	0.16096	0.0064261	0.361890068429696
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Cyp26b1.3_4	118	15085	0.011824	0.032589	0.01422	0.20284	0.0075723	0.32669534327943
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Fos.3_13	119	15085	0.013467	0.03757	0.01152	0.12121	0.0064261	0.418083754939027
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Slc30a3.3_5	119	15085	0.013168	0.036265	0.011475	0.12558	0.0066089	0.413363724695403
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Slc24a2.3_6	120	15085	0.016945	0.047285	0.0079148	0.016147	0.00076036	0.574517223815988
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Fos.3_13	120	15085	0.0090622	0.025281	0.010686	0.19822	0.0064261	0.320636719076912
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Lypd1.3_7	121	15085	0.031536	0.086759	0.016139	0.025357	0.00078672	0.514113945559715
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Fos.3_13	121	15085	-0.0019499	-0.0054398	0.015088	0.55141	0.0064261	0.11793757662102
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Fos.3_13	122	15085	0.013352	0.037248	0.013852	0.16756	0.0064261	0.35392840320927
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Sema3c.3_9	122	15085	0.011609	0.032081	0.014394	0.20997	0.0075242	0.319204186129659
DropViz_FC_level2	Neuron_Slc17a7_Nptxr-Calb1.6_1	123	15085	0.026535	0.072131	0.010622	0.006249	0.00031878	0.630397209652186
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Fos.3_13	123	15085	0.008964	0.025007	0.010245	0.1908	0.0064261	0.328195434608898
DropViz_FC_level2	Neuron_Slc17a7_Nptxr-Ndst4.6_2	124	15085	0.022093	0.060933	0.010229	0.015403	0.00087083	0.592272950508911
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Fos.3_13	124	15085	0.010542	0.029408	0.010289	0.15279	0.0064261	0.372210547646788
DropViz_FC_level2	Neuron_Slc17a7-Slc17a6_Nptxr-Rorb.6_3	125	15085	0.024091	0.065613	0.011209	0.015811	0.0008838	0.589800081507108
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Fos.3_13	125	15085	0.010481	0.029238	0.010316	0.15484	0.0064261	0.369569994239833
DropViz_FC_level2	Neuron_Slc17a7_Nptxr-Deptor.6_4	126	15085	0.02161	0.058861	0.012927	0.047313	0.0020287	0.492063386304339
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Fos.3_13	126	15085	0.0097567	0.027219	0.011455	0.19719	0.0064261	0.321668895441365
DropViz_FC_level2	Neuron_Slc17a7_Parm1_Nnat.7_2	127	15085	0.014737	0.041074	0.0094745	0.059926	0.0049398	0.530021972046789
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Fos.3_13	127	15085	0.014177	0.039551	0.010147	0.081178	0.0064261	0.497507081844243
DropViz_FC_level2	Neuron_Slc17a7_Parm1_Lsamp.7_3	128	15085	0.017828	0.048713	0.011013	0.052767	0.0033149	0.515274192607454
DropViz_FC_level2	Neuron_Slc17a7_Syt6-Fos.3_13	128	15085	0.012641	0.035265	0.010539	0.11518	0.0064261	0.428193629966923
