Dataset	Cell_type	NGENES	BETA	BETA_STD	SE	P	P.adj.pds	P.adj
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Fos.2_4	15085	0.026463	0.073018	0.0093431	0.002314	0.0119556666666667	0.0155644047619048
DropViz_PC_level2	Neuron_Gad1Gad2_Pvalb-Cartpt.5_3	15085	0.021642	0.059523	0.007934	0.0031923	0.0156254684210526	0.0191877606382979
DropViz_PC_level2	Neuron_Slc17a7_Bcl6-Dditl.3_2	15085	0.023904	0.067017	0.008847	0.0034503	0.016043895	0.0200971082474227
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Tshz2.2_2	15085	0.028461	0.078664	0.010919	0.004576	0.0202534625	0.0241629906542056
DropViz_PC_level2	Neuron_Gad1Gad2-Chat_Synpr-Slc5a7.4_8	15085	0.020229	0.056417	0.0078258	0.0048746	0.0202534625	0.0250377181818182
DropViz_PC_level2	Neuron_Sc17a7_Crym.2_16	15085	0.026197	0.071676	0.010211	0.0051548	0.0202534625	0.026004125
DropViz_PC_level2	Neuron_Slc17a7_Bcl6-Tcerg1l.3_4	15085	0.026325	0.072871	0.01028	0.0052267	0.0202534625	0.0261335
DropViz_PC_level2	Neuron_Slc17a7_Bcl6-Pvalb.3_9	15085	0.021751	0.060269	0.0088009	0.006735	0.0250542	0.0314485537190083
DropViz_PC_level2	Neuron_Slc17a7_Bcl6-Npnt.3_10	15085	0.022007	0.061452	0.0090255	0.0073841	0.0264123576923077	0.0333166046511628
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Lpl-Cadm2.2_8	15085	0.013287	0.037924	0.0058749	0.011866	0.0408717777777778	0.0478877857142857
DropViz_PC_level2	Neuron_Sc17a7_Oprk1.2_15	15085	0.018048	0.050351	0.0080883	0.012836	0.0426338571428571	0.0507156643356643
DropViz_PC_level2	Neuron_Slc17a7_Bcl6-Fos.3_5	15085	0.019985	0.055557	0.0090513	0.013632	0.0437164137931034	0.0529062925170068
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Slc24a2.1_6	15085	0.012576	0.036394	0.0057847	0.014861	0.04536	0.0556057284768212
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Nnat.1_5	15085	0.017269	0.049089	0.0079684	0.01512	0.04536	0.0562026315789474
DropViz_PC_level2	Neuron_Slc17a7_Bcl6-Tshz2-Syt2.3_8	15085	0.017352	0.048302	0.0082585	0.017822	0.0516488181818182	0.063329748427673
DropViz_PC_level2	Neuron_Slc17a7-Slc17a6_Tshz2.2_14	15085	0.024074	0.066334	0.01152	0.018327	0.0516488181818182	0.06471721875
DropViz_PC_level2	Neuron_Slc17a7_Bcl6-Cbln1.3_1	15085	0.018951	0.052687	0.0091327	0.019	0.0519705882352941	0.0650914242424242
DropViz_PC_level2	Neuron_Gad1Gad2_Synpr-Pcdh11x.4_9	15085	0.01534	0.04291	0.0076016	0.021809	0.0579496285714286	0.0720589766081871
DropViz_PC_level2	Neuron_Slc17a7-Slc17a6_Tshz2-Npnt.6_6	15085	0.021203	0.058575	0.010724	0.024015	0.06203875	0.0770379096045198
DropViz_PC_level2	Neuron_Slc17a7-Slc17a6_Tshz2-Prlr.6_7	15085	0.016283	0.045952	0.0084979	0.027685	0.0695866216216216	0.0869001388888889
DropViz_PC_level2	Neuron_Gad1Gad2_Cplx3-Egln3.4_3	15085	0.012263	0.034988	0.0072231	0.044784	0.109602947368421	0.125262178217822
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Cplx3.1_1	15085	0.012255	0.034374	0.0086542	0.07838	0.183255365853659	0.198586098654709
DropViz_PC_level2	Neuron_Slc17a7-Slc17a6_Tshz2-Cabp7.6_5	15085	0.014159	0.039062	0.010026	0.078949	0.183255365853659	0.199134754464286
DropViz_PC_level2	Neuron_Slc17a7_Bcl6-C1ql2.3_3	15085	0.013371	0.037136	0.009552	0.08079	0.183255365853659	0.201085242290749
DropViz_PC_level2	Neuron_Sc17a7_Tshz2-Smoc1.2_3	15085	0.010862	0.030429	0.0088268	0.10925	0.241910714285714	0.25194387755102
DropViz_PC_level2	Neuron_Slc17a7_Bcl6-Ndst4.3_6	15085	0.0050929	0.015523	0.0044395	0.12566	0.271776279069767	0.280624110671937
DropViz_PC_level2	Neuron_Gad1Gad2_Cplx3-Reln.4_1	15085	0.008881	0.024707	0.0084383	0.1463	0.309225	0.3167030651341
DropViz_PC_level2	Neuron_Gad1Gad2_Sst-Pdyn.5_6	15085	0.0071032	0.019475	0.0078973	0.18422	0.380721333333333	0.384074907749077
DropViz_PC_level2	Neuron_Slc17a7-Slc17a6_Tshz2-Rasd1.6_3	15085	0.0066774	0.019027	0.0082686	0.20968	0.417038571428571	0.427334408602151
DropViz_PC_level2	Neuron_Gad1Gad2_Sst-Crh.5_5	15085	0.0055474	0.015614	0.0069436	0.21218	0.417038571428571	0.428148928571429
DropViz_PC_level2	Neuron_Slc17a7-Slc17a8_Fezf2-Slc17a8.7_1	15085	0.0066541	0.018724	0.0084614	0.21582	0.417038571428571	0.432405319148936
DropViz_PC_level2	Neuron_Gad1Gad2-Slc17a8_Synpr-Sncg-Yjefn3.4_4	15085	0.004737	0.013572	0.006127	0.21973	0.417038571428571	0.438683568904594
DropViz_PC_level2	Neuron_Slc17a7-Slc17a6_Tshz2-Fos.6_2	15085	0.0036647	0.011109	0.0050726	0.23502	0.4371372	0.464287762237762
DropViz_PC_level2	Neuron_Slc17a7-Slc17a6_Tshz2-Nnat.6_4	15085	0.0044495	0.012985	0.0064102	0.2438	0.444576470588235	0.475515689655172
DropViz_PC_level2	Neuron_Gad1Gad2_Cplx3-Npy.4_2	15085	0.0048459	0.013627	0.0074364	0.25732	0.460206923076923	0.497896575342466
DropViz_PC_level2	Neuron_Slc17a7-Slc17a6_Shisa8.6_1	15085	0.0054647	0.01508	0.010617	0.30337	0.532328490566038	0.571346833333333
DropViz_PC_level2	Neuron_Gad1Gad2_Synpr-Sncg.4_5	15085	0.0029301	0.0084857	0.005987	0.31228	0.537815555555556	0.580388815789474
DropViz_PC_level2	Neuron_Slc17a7-Slc17a8_Syt6-Lancl3.1_2	15085	0.0025162	0.0074865	0.0053312	0.31847	0.538503818181818	0.58995262295082
DropViz_PC_level2	Neuron_Gad1Gad2-Th_Nr4a2.5_4	15085	0.0015065	0.0045701	0.0043944	0.36587	0.607605535714286	0.662553044871795
DropViz_PC_level2	Neuron_Gad1Gad2_Synpr-Crispld2.4_7	15085	0.0020688	0.0058988	0.0064194	0.37362	0.609590526315789	0.67014380952381
DropViz_PC_level2	Neuron_Gad1Gad2_Sst-Nr2f2.5_7	15085	0.0014123	0.0041689	0.0052281	0.39353	0.628065254237288	0.697146238244514
DropViz_PC_level2	Neuron_Slc17a7_Bcl6-Ptgfr.3_7	15085	0.00092803	0.002935	0.0036058	0.39845	0.628065254237288	0.701796884735203
DropViz_PC_level2	Oligodendrocyte_Tfr_Ctps.9_1	15085	0.00054179	0.0014487	0.0053243	0.45948	0.712194	0.789076595744681
DropViz_PC_level2	Microglia_C1qb_Tmem119.11_1	15085	0.00016622	0.0004456	0.0054931	0.48793	0.743893278688525	0.825390568862275
DropViz_PC_level2	Neuron_Gad1Gad2_Pvalb-Unc5b.5_1	15085	-7.8722e-05	-0.00024174	0.0041085	0.50764	0.76146	0.848569822485207
DropViz_PC_level2	Neuron_Gad1Gad2_Synpr-Nnat.4_6	15085	-0.00063298	-0.0019122	0.0049041	0.55135	0.80487140625	0.905560319767442
DropViz_PC_level2	Oligodendrocyte_Tfr_Sez6.9_5	15085	-0.00066747	-0.0018339	0.0049263	0.55389	0.80487140625	0.907095217391304
DropViz_PC_level2	Neuron_Slc17a7-Slc17a6_Fezf2-3110035E14Rik.7_3	15085	-0.0024072	-0.0068966	0.007404	0.62745	0.897736153846154	0.984747916666667
DropViz_PC_level2	Neuron_Slc17a7-Slc17a6_Fezf2-Htr2c.7_2	15085	-0.0035366	-0.0098363	0.0089423	0.65376	0.921207272727273	1
DropViz_PC_level2	Polydendrocyte_Tnr_Cspg5.10_1	15085	-0.0027655	-0.0076457	0.0059017	0.68031	0.944310895522388	1
DropViz_PC_level2	Oligodendrocyte_Tfr_Il33.9_4	15085	-0.0038427	-0.010215	0.0056923	0.75018	0.99972	1
DropViz_PC_level2	Oligodendrocyte_Tfr_Klk6.9_3	15085	-0.0037908	-0.010337	0.0050015	0.77575	0.99972	1
DropViz_PC_level2	Endothelial_Tip_Dcn_Mgp-Penk.14_1	15085	-0.0048975	-0.013343	0.004897	0.84136	0.99972	1
DropViz_PC_level2	Microglia_C1qb_Tmem119-Junb.11_4	15085	-0.002718	-0.0076341	0.0025815	0.8538	0.99972	1
DropViz_PC_level2	Oligodendrocyte_Tfr_Tmem2.9_2	15085	-0.0041243	-0.012404	0.0035449	0.87767	0.99972	1
DropViz_PC_level2	Polydendrocyte_Tnr_Lims2-Tmsb4x.10_4	15085	-0.0060694	-0.018092	0.0043726	0.91743	0.99972	1
DropViz_PC_level2	Astrocyte_Gja1_Sparc.8_3	15085	-0.007451	-0.019725	0.0052719	0.92121	0.99972	1
DropViz_PC_level2	Macrophage_C1qb_Mrc1.11_2	15085	-0.0056563	-0.016261	0.0039089	0.92605	0.99972	1
DropViz_PC_level2	Mural_Acta2Rgs5_Fos.13_2	15085	-0.0039952	-0.012332	0.0027368	0.92782	0.99972	1
DropViz_PC_level2	Polydendrocyte_Tnr_Dlx1.10_2	15085	-0.006269	-0.01887	0.0036572	0.95674	0.99972	1
DropViz_PC_level2	Polydendrocyte_Tnr_Tmsb4x.10_3	15085	-0.0088051	-0.02488	0.0050368	0.95977	0.99972	1
DropViz_PC_level2	Astrocyte_Gja1_Myoc.8_2	15085	-0.010565	-0.027519	0.005483	0.97299	0.99972	1
DropViz_PC_level2	Endothelial_Stalk_Flt1_Vwf.12_2	15085	-0.0086626	-0.023901	0.0042977	0.97807	0.99972	1
DropViz_PC_level2	Endothelial_Tip_Dcn_Mgp-Clu.14_2	15085	-0.0085903	-0.024189	0.004204	0.97948	0.99972	1
DropViz_PC_level2	Astrocyte_Gja1_Igfbp2.8_1	15085	-0.011188	-0.02927	0.005469	0.9796	0.99972	1
DropViz_PC_level2	Endothelial_Stalk_Flt1_Gm9946.12_3	15085	-0.0097743	-0.026441	0.0046426	0.98236	0.99972	1
DropViz_PC_level2	Endothelial_Tip_Dcn_Nnat.14_3	15085	-0.0080522	-0.022557	0.003763	0.98381	0.99972	1
DropViz_PC_level2	Microglia_C1qb_Tmem119-Fos.11_3	15085	-0.0055318	-0.016783	0.0024998	0.98654	0.99972	1
DropViz_PC_level2	Endothelial_Stalk_Flt1_Car4.12_1	15085	-0.011226	-0.030775	0.0045657	0.99302	0.99972	1
DropViz_PC_level2	Endothelial_Stalk_Flt1_Gkn3.12_4	15085	-0.010511	-0.029315	0.0041063	0.99476	0.99972	1
DropViz_PC_level2	Endothelial_Tip_Dcn_Inmt.14_5	15085	-0.0089083	-0.026843	0.0032349	0.99705	0.99972	1
DropViz_PC_level2	Endothelial_Tip_Dcn_Coch.14_4	15085	-0.012893	-0.035794	0.0041126	0.99914	0.99972	1
DropViz_PC_level2	Mural_Acta2Rgs5_Abcc9.13_5	15085	-0.0091924	-0.028954	0.0029137	0.9992	0.99972	1
DropViz_PC_level2	Mural_Acta2Rgs5Rgs5.13_3	15085	-0.013552	-0.037994	0.0042065	0.99936	0.99972	1
DropViz_PC_level2	Mural_Acta2Rgs5_Acta2.13_1	15085	-0.014707	-0.040421	0.0043885	0.9996	0.99972	1
DropViz_PC_level2	Mural_Acta2Rgs5_Kcnj8-Abcc9.13_4	15085	-0.01157	-0.035317	0.0033562	0.99972	0.99972	1
DropViz_HC_level2	Neuron_Slc17a7_C1ql2-Penk.4_2	15085	0.033859	0.094057	0.0087968	5.9552e-05	0.00569143666666667	0.00186927111111111
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-Grm5.6_2	15085	0.025005	0.068725	0.0068652	0.00013564	0.00569143666666667	0.00280649137931034
DropViz_HC_level2	Neuron_Slc17a7_C1ql2-Cck.4_1	15085	0.030951	0.085979	0.0086208	0.00016577	0.00569143666666667	0.0031122671875
DropViz_HC_level2	Neuron_Slc17a7_Fibcd1-Kitl.5_4	15085	0.028535	0.079465	0.0090994	0.00085817	0.0148040428571429	0.00818601639344262
DropViz_HC_level2	Neuron_Slc17a7_Fibcd1-Nrip3.5_2	15085	0.027898	0.078158	0.0090008	0.00097112	0.0148040428571429	0.00861282575757576
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-Inhba.6_7	15085	0.026684	0.074095	0.0086304	0.00099658	0.0148040428571429	0.00861282575757576
DropViz_HC_level2	Neuron_Slc17a7_Nxph3-Sema3c.3_10	15085	0.028091	0.078938	0.0090939	0.0010061	0.0148040428571429	0.00861282575757576
DropViz_HC_level2	Neuron_Slc17a7_Fibcd1-Grm5.5_5	15085	0.016609	0.047266	0.0056005	0.0015126	0.019474725	0.0112449868421053
DropViz_HC_level2	Neuron_Gad1Gad2_Pvalb_Tac1.1_6	15085	0.022331	0.062024	0.0076886	0.0018428	0.0210898222222222	0.0128540987654321
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-Nos1.6_1	15085	0.026068	0.072018	0.0092996	0.0025342	0.0242620461538462	0.0168449764705882
DropViz_HC_level2	Neuron_Slc17a7_Fibcd1-Nptx2.5_3	15085	0.026107	0.072608	0.0094167	0.0027854	0.0242620461538462	0.0178406685393258
DropViz_HC_level2	Neuron_Slc17a7_Fezf2-Rxfp1.5_15	15085	0.022093	0.061768	0.0080176	0.0029336	0.0242620461538462	0.0182141098901099
DropViz_HC_level2	Neuron_Slc17a7_FIbcd1-Inhba.5_7	15085	0.025233	0.070281	0.0092042	0.0030622	0.0242620461538462	0.0186304193548387
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-St18.6_3	15085	0.023018	0.063322	0.0085479	0.0035462	0.0253186875	0.0204449285714286
DropViz_HC_level2	Neuron_Slc17a7_Fibcd1-Lypd1.5_1	15085	0.026488	0.073737	0.009962	0.0039244	0.0253186875	0.0220014356435644
DropViz_HC_level2	Neuron_Slc17a7_Rgs14.6_4	15085	0.020786	0.057719	0.0078196	0.003933	0.0253186875	0.0220014356435644
DropViz_HC_level2	Neuron_Slc17a7_Calb2-Vgll3.6_5	15085	0.018209	0.050917	0.0073845	0.0068414	0.0396847555555556	0.0316835327868852
DropViz_HC_level2	Neuron_Slc17a7_Fezf2-Efna5.5_14	15085	0.021999	0.060781	0.0089394	0.0069352	0.0396847555555556	0.0318568130081301
DropViz_HC_level2	Neuron_Gad1Gad2_Sst_Spon1.1_5	15085	0.016835	0.047387	0.0069348	0.0076068	0.0412368631578947	0.0333166046511628
DropViz_HC_level2	Neuron_Slc17a7_Dcn-Pou3f1.5_6	15085	0.022994	0.063627	0.0099453	0.010396	0.0535394	0.0425172661870504
DropViz_HC_level2	Neuron_Slc17a7_Dcn-Camk2d.5_9	15085	0.016437	0.045945	0.0077483	0.016955	0.0831602380952381	0.0618328709677419
DropViz_HC_level2	Neuron_Gad1Gad2Slc17a8_Sst_Ncam2.1_4	15085	0.015794	0.044183	0.0077219	0.020422	0.0956120909090909	0.0686811309523809
DropViz_HC_level2	Neuron_Slc17a7_Cbln1-Trps1.5_12	15085	0.014142	0.040432	0.0071168	0.023462	0.10215025	0.0763724137931034
DropViz_HC_level2	Neuron_Slc17a7_Fibcd1-Fos.5_8	15085	0.016521	0.046823	0.0083396	0.023802	0.10215025	0.0768464571428571
DropViz_HC_level2	Neuron_Slc17a7_Cbln1-Gpr88.5_11	15085	0.016585	0.045895	0.0090541	0.033506	0.13804472	0.101778978494624
DropViz_HC_level2	Gad1Gad2_Cplx3_Rxfp1.1_11	15085	0.013843	0.039463	0.0078176	0.038309	0.147634517241379	0.110665051020408
DropViz_HC_level2	Gad1Gad2_Htr3a_Phlda1.1_18	15085	0.012174	0.034915	0.0069812	0.040605	0.147634517241379	0.115867803030303
DropViz_HC_level2	Neuron_Gad1Gad2_Pvalb_Gfra1.1_7	15085	0.011546	0.032581	0.0066459	0.04118	0.147634517241379	0.116918090452261
DropViz_HC_level2	Gad1Gad2_Id2_Tac1.1_13	15085	0.011939	0.034315	0.0068896	0.041567	0.147634517241379	0.117426775
DropViz_HC_level2	Neuron_Gad1Gad2_Sst_Grm1.1_9	15085	0.011566	0.032643	0.0071216	0.052197	0.1792097	0.142470072463768
DropViz_HC_level2	Gad1Gad2_Htr3a_Efba5.1_19	15085	0.0097033	0.028332	0.0061314	0.056774	0.188636193548387	0.152025165876777
DropViz_HC_level2	Neuron_Slc17a7_Nxph3-Hpcal-Krt12.3_7	15085	0.013908	0.038825	0.0091306	0.063864	0.20556225	0.167051666666667
DropViz_HC_level2	Neuron_Slc17a7_Reln.5_10	15085	0.0092414	0.026721	0.006139	0.066126	0.206393272727273	0.172171382488479
DropViz_HC_level2	Neuron_Slc17a7_Nxph3-Hpcal-Igfbp4.3_6	15085	0.0142	0.039569	0.0095722	0.068988	0.208993058823529	0.178799174311927
DropViz_HC_level2	Neuron_Gad1Gad2_Sst_Pcdh11x.1_10	15085	0.0091931	0.026534	0.0065445	0.080065	0.224106315789474	0.2001625
DropViz_HC_level2	Neuron_Gad1Gad2_Sst_Atp2b4.1_3	15085	0.0064755	0.019513	0.0046367	0.081283	0.224106315789474	0.201424978070175
DropViz_HC_level2	Neuron_Gad1Gad2_Id2_Sfrp2.1_2	15085	0.0079955	0.023668	0.0057445	0.081995	0.224106315789474	0.202302074235808
DropViz_HC_level2	Neuron_Gad1Gad2_Pvalb_C1ql1.1_1	15085	0.0097828	0.027835	0.0070515	0.08268	0.224106315789474	0.203105217391304
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-Fos.6_8	15085	0.010835	0.030512	0.0078953	0.084994	0.224471333333333	0.207393798283262
DropViz_HC_level2	Neuron_Slc17a7_Cbln4.2_1	15085	0.010515	0.029863	0.0080056	0.094529	0.243412175	0.225353945147679
DropViz_HC_level2	Neuron_Slc17a7_Nxph3-Ajap1.3_11	15085	0.0090626	0.025979	0.0071659	0.103	0.258756097560976	0.240438888888889
DropViz_HC_level2	Gad1Gad2_Id2_Bcl11b.1_14	15085	0.010426	0.029339	0.0085229	0.11061	0.271257857142857	0.254043292682927
DropViz_HC_level2	Neuron_Slc17a7_Calb2-Adcyap1.6_6	15085	0.0098418	0.026985	0.0083096	0.11814	0.282986511627907	0.270239271255061
DropViz_HC_level2	Neuron_Slc17a7_Nxph3-Cplx3-Pappa2.3_9	15085	0.0069098	0.020093	0.0059298	0.12197	0.285516	0.277875201612903
DropViz_HC_level2	Gad1Gad2_Id2_Prlr.1_15	15085	0.0094122	0.026632	0.0081727	0.12474	0.285516	0.279675
DropViz_HC_level2	Neuron_Slc17a6_Nts.2_3	15085	0.0073665	0.0212	0.0069809	0.14567	0.326174130434783	0.316552115384615
DropViz_HC_level2	Neuron_Gad1Gad2_Sst_Rbp4.1_8	15085	0.0071275	0.020192	0.0072358	0.16231	0.355700638297872	0.346057169811321
DropViz_HC_level2	Neuron_Slc17a6_Nell1.2_5	15085	0.0082637	0.022953	0.0090761	0.18129	0.389018125	0.379366111111111
DropViz_HC_level2	Gad1Gad2_Cplx3_Tox.1_12	15085	0.0062545	0.018073	0.0069844	0.18527	0.389445102040816	0.384843933823529
DropViz_HC_level2	Neuron_Slc17a7_Nxph3-Cplx3-Hs6st2.3_8	15085	0.0065937	0.018665	0.0078029	0.19905	0.410043	0.410449817518248
DropViz_HC_level2	Neuron_Slc17a6_Nefm.2_6	15085	0.0073052	0.020284	0.0090761	0.21045	0.417227735849057	0.427334408602151
DropViz_HC_level2	Gad1Gad2Chat_Htr3a_Chat.1_17	15085	0.0065444	0.018431	0.0081508	0.21102	0.417227735849057	0.427334408602151
DropViz_HC_level2	Neuron_Slc17a7-Slc17a6_Nxph3-Cbln2-Kcnh8.3_3	15085	0.0064709	0.018094	0.0081882	0.21469	0.417227735849057	0.431672064056939
DropViz_HC_level2	Neuron_Slc17a6_Nnat.2_4	15085	0.0054486	0.015639	0.007517	0.23428	0.446867407407407	0.464287762237762
DropViz_HC_level2	Neuron_Slc17a7_Nxph3-Hpcal1-Fos.3_5	15085	0.0030195	0.0092175	0.0047711	0.26341	0.493295090909091	0.507940784982935
DropViz_HC_level2	Neuron_Slc17a7-Slc17a6_Nxph3-Cbln2-Htr2c.3_2	15085	0.0047743	0.013307	0.0083879	0.28462	0.5234975	0.543278040540541
DropViz_HC_level2	Gad1Gad2_Htr3a_Sema3c.1_27	15085	0.0033605	0.0098272	0.0062608	0.29572	0.534371228070175	0.558802006688963
DropViz_HC_level2	Neuron_Slc17a7_Ptgfr.5_13	15085	0.002674	0.0079731	0.005397	0.31014	0.550765862068966	0.58022880794702
DropViz_HC_level2	Neuron_Slc17a7_Nxph3-Hpcal1-Tpbg.3_4	15085	0.0017685	0.0055334	0.0039092	0.32549	0.5668605	0.600986437908497
DropViz_HC_level2	Neurogenesis_Sox4_Gabra5.13_5	15085	0.0025783	0.0073841	0.0058685	0.33021	0.5668605	0.607715472312704
DropViz_HC_level2	Neuron_Slc17a6_Htr1a.2_2	15085	0.0031041	0.0088376	0.0075852	0.34119	0.576107704918033	0.621846290322581
DropViz_HC_level2	Gad1Gad2_Htr3a_Chrm2.1_25	15085	0.0021726	0.0063349	0.0061721	0.36242	0.602084838709677	0.65841575562701
DropViz_HC_level2	Gad1Gad2Slc17a8_Htr3a_Ktcd12.1_24	15085	0.0027333	0.0077078	0.0081451	0.3686	0.602631746031746	0.665364217252396
DropViz_HC_level2	Gad1Gad2_Htr3a_Htr1b.1_26	15085	0.0024105	0.0068576	0.0076676	0.37662	0.6061228125	0.671262776025237
DropViz_HC_level2	Gad1Gad2_Htr3a_Krt73.1_23	15085	0.0021528	0.0060476	0.0083881	0.39872	0.631817846153846	0.701796884735203
DropViz_HC_level2	Neuron_Slc17a6_Grp.2_7	15085	0.0017831	0.0049623	0.0088098	0.41981	0.65515803030303	0.731770615384615
DropViz_HC_level2	Oligodendrocyte_Trf_Ndrg2.8_2	15085	-0.0011277	-0.0030429	0.0051225	0.58712	0.902587462686567	0.939724645892351
DropViz_HC_level2	Macrophage_C1qb_Mrc1.10_2	15085	-0.00093178	-0.0027412	0.0033114	0.61079	0.913639855072464	0.965944832402235
DropViz_HC_level2	Gad1Gad2_Htr3a_Ecel1.1_21	15085	-0.0020062	-0.0057418	0.0070475	0.61205	0.913639855072464	0.965944832402235
DropViz_HC_level2	Microglia_C1qb_Tmem119.10_1	15085	-0.0018966	-0.005111	0.0044645	0.66451	0.973088873239437	1
DropViz_HC_level2	Oligodendrocyte_Trf_Ctps.8_5	15085	-0.001476	-0.0043678	0.0033391	0.67077	0.973088873239437	1
DropViz_HC_level2	Neuron_Slc17a7-Slc17a6_Nxph3-Nts.3_1	15085	-0.0034189	-0.0098513	0.0071065	0.68477	0.979601527777778	1
DropViz_HC_level2	Gad1Gad2_Htr3a_Nnat.1_16	15085	-0.003403	-0.010035	0.0060198	0.71406	0.99993	1
DropViz_HC_level2	Gad1Gad2_Htr3a_Cpne5.1_20	15085	-0.0055547	-0.01574	0.0076875	0.76502	0.99993	1
DropViz_HC_level2	Oligodendrocyte_Trf_Plin3.8_1	15085	-0.0041178	-0.011058	0.0050609	0.79207	0.99993	1
DropViz_HC_level2	Oligodendrocyte_Trf_Man1a.8_4	15085	-0.0044154	-0.011893	0.0050607	0.80852	0.99993	1
DropViz_HC_level2	Oligodendrocyte_Trf_Il33.8_3	15085	-0.0048534	-0.012853	0.0054979	0.81131	0.99993	1
DropViz_HC_level2	Neurogenesis_Sox4_Ppp2r2b.13_6	15085	-0.0039972	-0.011824	0.0044426	0.81586	0.99993	1
DropViz_HC_level2	Ependymal_Ccdc153.11_1	15085	-0.0040313	-0.010608	0.0041667	0.83335	0.99993	1
DropViz_HC_level2	Polydendrocyte_Tnr_Pdgfa.9_1	15085	-0.0049537	-0.013743	0.0049346	0.84227	0.99993	1
DropViz_HC_level2	Polydendrocyte_Tnr_Ptprz1.9_4	15085	-0.0060587	-0.017	0.0054819	0.86546	0.99993	1
DropViz_HC_level2	Gad1Gad2_Htr3a_Ibsp.1_22	15085	-0.0078296	-0.022462	0.0070339	0.86716	0.99993	1
DropViz_HC_level2	Neurogenesis_Sox4_Cdc20.13_3	15085	-0.0043694	-0.012973	0.0036067	0.88713	0.99993	1
DropViz_HC_level2	Astrocyte_Gja1_Fabp7.7_3	15085	-0.0060018	-0.016264	0.0048838	0.89044	0.99993	1
DropViz_HC_level2	Endothelial_Tip_Dcn_Agt.17_2	15085	-0.004479	-0.013328	0.0029844	0.93328	0.99993	1
DropViz_HC_level2	Choroid_Plexus_Ttr.12_1	15085	-0.0067273	-0.018099	0.0039954	0.95388	0.99993	1
DropViz_HC_level2	Endothelial_Stalk_Flt1_Lcn2.15_2	15085	-0.006873	-0.01944	0.0037716	0.96579	0.99993	1
DropViz_HC_level2	Polydendrocyte_Tnr_Cspg5.9_3	15085	-0.010882	-0.030275	0.0056689	0.97253	0.99993	1
DropViz_HC_level2	Astrocyte_Gja1_Nnat.7_1	15085	-0.010355	-0.026824	0.0053712	0.97305	0.99993	1
DropViz_HC_level2	Endothelial_Tip_Dcn_Il33.17_4	15085	-0.0069422	-0.020375	0.0033966	0.97951	0.99993	1
DropViz_HC_level2	Neurogenesis_Sox4_Gad2.13_4	15085	-0.0063309	-0.020101	0.0030902	0.97974	0.99993	1
DropViz_HC_level2	Astrocyte_Gja1_Myoc.7_2	15085	-0.011627	-0.030541	0.0051275	0.98831	0.99993	1
DropViz_HC_level2	Neurogenesis_Sox4_Hist1h2al.13_2	15085	-0.0096657	-0.027828	0.0041906	0.98945	0.99993	1
DropViz_HC_level2	Neuron_Slc17a6_Lhx1.14_1	15085	-0.015864	-0.044277	0.006745	0.99066	0.99993	1
DropViz_HC_level2	Mural_Rgs5Acta2_Col3a1.16_4	15085	-0.0068095	-0.021236	0.0028737	0.99109	0.99993	1
DropViz_HC_level2	Polydendrocyte_Tnr_Bmp4.9_2	15085	-0.011766	-0.033692	0.0049441	0.99133	0.99993	1
DropViz_HC_level2	Endothelial_Stalk_Flt1_Cdkn2b.15_1	15085	-0.010495	-0.028354	0.0043645	0.9919	0.99993	1
DropViz_HC_level2	Neurogenesis_Sox4_Efhd2.13_1	15085	-0.0099721	-0.029123	0.004026	0.99337	0.99993	1
DropViz_HC_level2	Endothelial_Tip_Dcn_Mgp.17_3	15085	-0.0096073	-0.027705	0.003619	0.99603	0.99993	1
DropViz_HC_level2	Mural_Rgs5Acta2_Cnn1.16_1	15085	-0.015501	-0.041789	0.004395	0.99979	0.99993	1
DropViz_HC_level2	Mural_Rgs5Acta2_Kcnj8.16_3	15085	-0.013227	-0.038578	0.003716	0.99981	0.99993	1
DropViz_HC_level2	Mural_Rgs5Acta2_Ccnd1.16_2	15085	-0.015285	-0.042493	0.0041134	0.9999	0.99993	1
DropViz_HC_level2	Endothelial_Tip_Dcn_Rbp4.17_1	15085	-0.015718	-0.043008	0.0041078	0.99993	0.99993	1
DropViz_GP_level2	Neuron_Gad1Gad2-Th_Adora2a-Th.3_9	15085	0.036789	0.10034	0.0072198	1.7605e-07	1.214745e-05	4.9734125e-05
DropViz_GP_level2	Neuron_Gad1Gad2_Adora2a.3_3	15085	0.029532	0.080132	0.006894	9.248e-06	0.0002132169	0.00052377195
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Nefm.3_1	15085	0.030482	0.082355	0.0071166	9.2703e-06	0.0002132169	0.00052377195
DropViz_GP_level2	Neuron_Gad1Gad2_Adora2a-Pde1c.3_6	15085	0.027754	0.076198	0.0068286	2.4218e-05	0.000403512	0.00114026416666667
