# MEAN_SAMPLE_SIZE = 68990
# TOTAL_GENES = 15085
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                             TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Neuron_Gad1Gad2_Pvalb-Rgs12....     COVAR   15085      0.01216     0.034696    0.0058426     0.018716 Neuron_Gad1Gad2_Pvalb-Rgs12.14_3
Neuron_Gad1Gad2-Th_Trh.14_4         COVAR   15085    0.0094303     0.026907    0.0058038     0.052108 Neuron_Gad1Gad2-Th_Trh.14_4
Neuron_Gad1Gad2_Chodl.15_1          COVAR   15085    0.0070077     0.019168    0.0069527      0.15676 Neuron_Gad1Gad2_Chodl.15_1
Neurogenesis_Sox4_Ung.2_1           COVAR   15085   -0.0073792    -0.021152    0.0048601      0.93553 Neurogenesis_Sox4_Ung.2_1
Neurogenesis_Sox4_Stmn2.2_2         COVAR   15085   -0.0033143   -0.0098618    0.0043214      0.77844 Neurogenesis_Sox4_Stmn2.2_2
Neurogenesis_Sox4_Tuba1c.2_3        COVAR   15085   -0.0089057    -0.025467    0.0045849      0.97394 Neurogenesis_Sox4_Tuba1c.2_3
Neurogenesis_Sox4_Stmn2-Csrp...     COVAR   15085    -0.006858    -0.020463    0.0039852      0.95735 Neurogenesis_Sox4_Stmn2-Csrp2.2_4
Neurogenesis_Sox4_Hist1h2al....     COVAR   15085   -0.0080411    -0.022702    0.0048254      0.95217 Neurogenesis_Sox4_Hist1h2al.2_5
Neurogenesis_Sox4_Notum.2_6         COVAR   15085   -0.0052779    -0.015934    0.0038723      0.91355 Neurogenesis_Sox4_Notum.2_6
Oligodendrocyte_Trf_Klk6.3_1        COVAR   15085   -0.0014352   -0.0038708    0.0054245      0.60433 Oligodendrocyte_Trf_Klk6.3_1
Oligodendrocyte_Trf_Il33.3_2        COVAR   15085   -0.0012117   -0.0032012    0.0062826      0.57647 Oligodendrocyte_Trf_Il33.3_2
Oligodendrocyte_Trf_Ctps.3_3        COVAR   15085   -0.0011003   -0.0029809    0.0053108      0.58206 Oligodendrocyte_Trf_Ctps.3_3
Astrocyte_Gja1_Htra1.4_1            COVAR   15085    -0.016378    -0.042742    0.0057538      0.99779 Astrocyte_Gja1_Htra1.4_1
Astrocyte_Gja1_Sparc-Car2.4_2       COVAR   15085    -0.011885    -0.031179    0.0057021      0.98142 Astrocyte_Gja1_Sparc-Car2.4_2
Astrocyte_Gja1_Notum.4_3            COVAR   15085   -0.0092644     -0.02544    0.0050151      0.96764 Astrocyte_Gja1_Notum.4_3
Polydendrocye_Tnr_Cspg5.5_1         COVAR   15085   -0.0042951    -0.011928    0.0059176      0.76602 Polydendrocye_Tnr_Cspg5.5_1
Polydendrocye_Tnr_Bmp4.5_2          COVAR   15085   -0.0054561    -0.015914    0.0047931       0.8725 Polydendrocye_Tnr_Bmp4.5_2
Polydendrocye_Tnr_Pdgfa.5_3         COVAR   15085   -0.0028987   -0.0084251     0.004473      0.74152 Polydendrocye_Tnr_Pdgfa.5_3
Polydendrocye_Tnr_Ctps.5_4          COVAR   15085   -0.0016358   -0.0048992    0.0032798      0.69102 Polydendrocye_Tnr_Ctps.5_4
Macrophage_C1qb_Mrc1.6_1            COVAR   15085    0.0021057    0.0064233     0.003014      0.24239 Macrophage_C1qb_Mrc1.6_1
Microglia_C1qb_Tmem119.6_2          COVAR   15085   0.00097749    0.0026247    0.0048996      0.42093 Microglia_C1qb_Tmem119.6_2
Endothelial_Stalk_Flt1_Car4....     COVAR   15085   -0.0095442    -0.026054    0.0048449      0.97557 Endothelial_Stalk_Flt1_Car4.7_1
Endothelial_Stalk_Flt1_Gkn3....     COVAR   15085   -0.0094065    -0.026097    0.0044992      0.98171 Endothelial_Stalk_Flt1_Gkn3.7_2
Mural_Rgs5Acta2_Olfr558.8_1         COVAR   15085    -0.013692    -0.039736    0.0039561      0.99973 Mural_Rgs5Acta2_Olfr558.8_1
Mural_Rgs5Acta2_Cnn1.8_2            COVAR   15085   -0.0089952    -0.026545    0.0035808      0.99399 Mural_Rgs5Acta2_Cnn1.8_2
Mural_Rgs5Acta2_Ccnd1.8_3           COVAR   15085    -0.017207    -0.049699    0.0041256      0.99998 Mural_Rgs5Acta2_Ccnd1.8_3
Mural_Rgs5Acta2_Kcnj8.8_4           COVAR   15085    -0.010248    -0.030803    0.0036578      0.99745 Mural_Rgs5Acta2_Kcnj8.8_4
Mural_Rgs5Acta2_Col3a1.8_5          COVAR   15085   -0.0047257    -0.014851    0.0029892      0.94304 Mural_Rgs5Acta2_Col3a1.8_5
Endothelial_Tip_Dcn.9_1             COVAR   15085    -0.011366    -0.031846     0.004781      0.99128 Endothelial_Tip_Dcn.9_1
