# MEAN_SAMPLE_SIZE = 45380
# TOTAL_GENES = 18665
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
BARRIER_CANCER_RELAPSE_TUMOR...2         SET      15     -0.13292   -0.0037667      0.19688       0.7502 BARRIER_CANCER_RELAPSE_TUMOR_SAMPLE_UP
BARRIER_COLON_CANCER_RECURRE...1         SET      15     -0.11902   -0.0033728      0.25078      0.68246 BARRIER_COLON_CANCER_RECURRENCE_DN
BARRIER_COLON_CANCER_RECURRE...2         SET      39     -0.22572    -0.010308      0.13402      0.95392 BARRIER_COLON_CANCER_RECURRENCE_UP
BASAKI_YBX1_TARGETS_DN                   SET     360    -0.018869   -0.0025951     0.046603      0.65721 BASAKI_YBX1_TARGETS_DN
BASAKI_YBX1_TARGETS_UP                   SET     273    -0.030074   -0.0036106     0.051146      0.72173 BASAKI_YBX1_TARGETS_UP
BASSO_B_LYMPHOCYTE_NETWORK               SET     138     0.046748    0.0040049     0.071809      0.25753 BASSO_B_LYMPHOCYTE_NETWORK
BASSO_CD40_SIGNALING_DN                  SET      69     0.074112    0.0044979      0.10988         0.25 BASSO_CD40_SIGNALING_DN
BASSO_CD40_SIGNALING_UP                  SET      96      0.15381     0.011003     0.089001     0.041989 BASSO_CD40_SIGNALING_UP
BASSO_HAIRY_CELL_LEUKEMIA_DN             SET       5      0.28067    0.0045933      0.46071      0.27119 BASSO_HAIRY_CELL_LEUKEMIA_DN
BASSO_HAIRY_CELL_LEUKEMIA_UP             SET      77     0.051613    0.0033083      0.10566      0.31261 BASSO_HAIRY_CELL_LEUKEMIA_UP
BAUS_TFF2_TARGETS_DN                     SET      11      0.53016     0.012867      0.31679     0.047122 BAUS_TFF2_TARGETS_DN
BAUS_TFF2_TARGETS_UP                     SET      31      0.20679    0.0084208      0.14335     0.074586 BAUS_TFF2_TARGETS_UP
BECKER_TAMOXIFEN_RESISTANCE_...1         SET      50    -0.054251   -0.0028042      0.12702      0.66534 BECKER_TAMOXIFEN_RESISTANCE_DN
BECKER_TAMOXIFEN_RESISTANCE_...2         SET      53     -0.18758   -0.0099819      0.12074      0.93986 BECKER_TAMOXIFEN_RESISTANCE_UP
BEGUM_TARGETS_OF_PAX3_FOXO1_...1         SET       7       0.2848    0.0055144      0.38317      0.22866 BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_AND_PAX3
BEGUM_TARGETS_OF_PAX3_FOXO1_...2         SET      45    -0.090893   -0.0044577      0.14041       0.7413 BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_DN
BEGUM_TARGETS_OF_PAX3_FOXO1_...3         SET      53     -0.25315    -0.013471      0.13702      0.96766 BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_UP
BEIER_GLIOMA_STEM_CELL_DN                SET      60      0.04686    0.0026526      0.10582      0.32895 BEIER_GLIOMA_STEM_CELL_DN
BEIER_GLIOMA_STEM_CELL_UP                SET      37      0.29057     0.012925      0.14305     0.021126 BEIER_GLIOMA_STEM_CELL_UP
BENITEZ_GBM_PROTEASOME_INHIB...          SET      47     0.072645    0.0036408      0.12195      0.27569 BENITEZ_GBM_PROTEASOME_INHIBITION_RESPONSE
BENNETT_SYSTEMIC_LUPUS_ERYTH...          SET      27     -0.17699   -0.0067269       0.1678      0.85423 BENNETT_SYSTEMIC_LUPUS_ERYTHEMATOSUS
BENPORATH_CYCLING_GENES                  SET     616    -0.054028   -0.0096521     0.034224      0.94278 BENPORATH_CYCLING_GENES
BENPORATH_EED_TARGETS                    SET     941    0.0090759    0.0019859      0.03198      0.38828 BENPORATH_EED_TARGETS
BENPORATH_ES_1                           SET     350     0.038333    0.0051999     0.044293       0.1934 BENPORATH_ES_1
BENPORATH_ES_2                           SET      35     0.037887    0.0016392      0.13252      0.38748 BENPORATH_ES_2
BENPORATH_ES_CORE_NINE                   SET       8      0.35882    0.0074273      0.30438      0.11923 BENPORATH_ES_CORE_NINE
BENPORATH_ES_CORE_NINE_CORRE...          SET      96      0.17634     0.012614     0.088322     0.022947 BENPORATH_ES_CORE_NINE_CORRELATED
BENPORATH_ES_WITH_H3K27ME3               SET    1023     0.035303    0.0080355     0.030809      0.12593 BENPORATH_ES_WITH_H3K27ME3
BENPORATH_MYC_MAX_TARGETS                SET     722      0.07876     0.015188     0.030504    0.0049158 BENPORATH_MYC_MAX_TARGETS
BENPORATH_MYC_TARGETS_WITH_E...          SET     209    -0.014359   -0.0015109      0.05738       0.5988 BENPORATH_MYC_TARGETS_WITH_EBOX
BENPORATH_NANOG_TARGETS                  SET     937    0.0064844     0.001416     0.029116      0.41188 BENPORATH_NANOG_TARGETS
BENPORATH_NOS_TARGETS                    SET     174      0.14869     0.014289     0.065548     0.011659 BENPORATH_NOS_TARGETS
BENPORATH_OCT4_TARGETS                   SET     277      0.12571       0.0152     0.052436    0.0082622 BENPORATH_OCT4_TARGETS
BENPORATH_PRC2_TARGETS                   SET     590    -0.021143   -0.0036992      0.04126      0.69582 BENPORATH_PRC2_TARGETS
BENPORATH_PROLIFERATION                  SET     144    -0.068648   -0.0060065     0.070286      0.83563 BENPORATH_PROLIFERATION
BENPORATH_SOX2_TARGETS                   SET     703     0.048737    0.0092789     0.033059     0.070217 BENPORATH_SOX2_TARGETS
BENPORATH_SUZ12_TARGETS                  SET     903   0.00011089   2.3794e-05     0.032878      0.49865 BENPORATH_SUZ12_TARGETS
