Dataset	Cell_type	NGENES	BETA	BETA_STD	SE	P	P.adj.pds	P.adj
20_Siletti_CerebralCortex.Pir_Human_2022_level2	Eccentric_medium_spiny_neuron	16956	0.023363	0.054565	0.009758	0.0083321	0.1749741	1
20_Siletti_CerebralCortex.Pir_Human_2022_level2	Medium_spiny_neuron	16956	0.015776	0.036567	0.0094759	0.047984	1	1
20_Siletti_CerebralCortex.Pir_Human_2022_level2	Astrocyte	16956	0.0080472	0.013044	0.0070301	0.12618	1	1
20_Siletti_CerebralCortex.Pir_Human_2022_level2	MGE_interneuron	16956	0.0057333	0.011923	0.011534	0.30956	1	1
20_Siletti_CerebralCortex.Pir_Human_2022_level2	CGE_interneuron	16956	0.0049688	0.0098582	0.011576	0.33387	1	1
20_Siletti_CerebralCortex.Pir_Human_2022_level2	Fibroblast	16956	0.003439	0.0041664	0.0083025	0.33936	1	1
20_Siletti_CerebralCortex.Pir_Human_2022_level2	Hippocampal_CA1_3	16956	0.00072992	0.0023022	0.0031295	0.40779	1	1
20_Siletti_CerebralCortex.Pir_Human_2022_level2	Miscellaneous	16956	0.0012836	0.0027003	0.012194	0.45808	1	1
20_Siletti_CerebralCortex.Pir_Human_2022_level2	LAMP5_LHX6_and_Chandelier	16956	0.00015858	0.00032945	0.010323	0.49387	1	1
20_Siletti_CerebralCortex.Pir_Human_2022_level2	Oligodendrocyte	16956	-5.7018e-05	-8.9275e-05	0.0068411	0.50332	1	1
20_Siletti_CerebralCortex.Pir_Human_2022_level2	Upper_layer_intratelencephalic	16956	-0.00099889	-0.0022088	0.010574	0.53763	1	1
20_Siletti_CerebralCortex.Pir_Human_2022_level2	Vascular	16956	-0.00131	-0.0016779	0.0079917	0.5651	1	1
20_Siletti_CerebralCortex.Pir_Human_2022_level2	Amygdala_excitatory	16956	-0.002092	-0.0047161	0.011407	0.57275	1	1
20_Siletti_CerebralCortex.Pir_Human_2022_level2	Splatter	16956	-0.005101	-0.01072	0.013963	0.64256	1	1
20_Siletti_CerebralCortex.Pir_Human_2022_level2	Committed_oligodendrocyte_precursor	16956	-0.0035424	-0.0046239	0.0094132	0.64666	1	1
20_Siletti_CerebralCortex.Pir_Human_2022_level2	Thalamic_excitatory	16956	-0.0011939	-0.0036912	0.0029506	0.65712	1	1
20_Siletti_CerebralCortex.Pir_Human_2022_level2	Deep_layer_near_projecting	16956	-0.0053068	-0.011443	0.009148	0.71907	1	1
20_Siletti_CerebralCortex.Pir_Human_2022_level2	Microglia	16956	-0.0057516	-0.0069528	0.0077838	0.77001	1	1
20_Siletti_CerebralCortex.Pir_Human_2022_level2	Oligodendrocyte_precursor	16956	-0.0073468	-0.012302	0.0081592	0.81605	1	1
20_Siletti_CerebralCortex.Pir_Human_2022_level2	Deep_layer_corticothalamic_and_6b	16956	-0.0094326	-0.021493	0.010115	0.82446	1	1
20_Siletti_CerebralCortex.Pir_Human_2022_level2	Deep_layer_intratelencephalic	16956	-0.021069	-0.049187	0.010693	0.97559	1	1
32_Siletti_CerebralCortex.AON_Human_2022_level2	Medium_spiny_neuron	16928	0.020823	0.04271	0.0086942	0.0083151	0.1746171	1
32_Siletti_CerebralCortex.AON_Human_2022_level2	Eccentric_medium_spiny_neuron	16928	0.023631	0.046787	0.010607	0.01295	0.27195	1
32_Siletti_CerebralCortex.AON_Human_2022_level2	Astrocyte	16928	0.0082611	0.012424	0.0072276	0.12653	1	1
32_Siletti_CerebralCortex.AON_Human_2022_level2	MGE_interneuron	16928	0.0062314	0.013324	0.010851	0.28289	1	1
32_Siletti_CerebralCortex.AON_Human_2022_level2	Hippocampal_CA1_3	16928	0.0012038	0.0037736	0.0031305	0.35029	1	1
32_Siletti_CerebralCortex.AON_Human_2022_level2	Committed_oligodendrocyte_precursor	16928	0.00244	0.003831	0.0076502	0.37489	1	1
32_Siletti_CerebralCortex.AON_Human_2022_level2	Splatter	16928	0.0045432	0.0079626	0.014457	0.37666	1	1
32_Siletti_CerebralCortex.AON_Human_2022_level2	Fibroblast	16928	0.0014486	0.0021	0.005346	0.39321	1	1
32_Siletti_CerebralCortex.AON_Human_2022_level2	Midbrain_derived_inhibitory	16928	0.00035578	0.00092149	0.0030219	0.45314	1	1
32_Siletti_CerebralCortex.AON_Human_2022_level2	Oligodendrocyte	16928	0.00051856	0.00065949	0.0078215	0.47357	1	1
32_Siletti_CerebralCortex.AON_Human_2022_level2	CGE_interneuron	16928	0.00074196	0.0015439	0.011235	0.47367	1	1
32_Siletti_CerebralCortex.AON_Human_2022_level2	LAMP5_LHX6_and_Chandelier	16928	-0.00036887	-0.00079224	0.009606	0.51532	1	1
32_Siletti_CerebralCortex.AON_Human_2022_level2	Amygdala_excitatory	16928	-0.0023483	-0.0052582	0.011323	0.58215	1	1
32_Siletti_CerebralCortex.AON_Human_2022_level2	Upper_layer_intratelencephalic	16928	-0.0062002	-0.014645	0.0098451	0.73557	1	1
32_Siletti_CerebralCortex.AON_Human_2022_level2	Miscellaneous	16928	-0.0063241	-0.01537	0.0088755	0.76193	1	1
32_Siletti_CerebralCortex.AON_Human_2022_level2	Oligodendrocyte_precursor	16928	-0.0062389	-0.0097005	0.0083807	0.77169	1	1
32_Siletti_CerebralCortex.AON_Human_2022_level2	Microglia	16928	-0.0066363	-0.0074768	0.0078906	0.79983	1	1
32_Siletti_CerebralCortex.AON_Human_2022_level2	Deep_layer_near_projecting	16928	-0.010065	-0.023152	0.0091557	0.86419	1	1
32_Siletti_CerebralCortex.AON_Human_2022_level2	Vascular	16928	-0.0071769	-0.010043	0.0062357	0.87511	1	1
32_Siletti_CerebralCortex.AON_Human_2022_level2	Deep_layer_corticothalamic_and_6b	16928	-0.014399	-0.033242	0.010774	0.90928	1	1
32_Siletti_CerebralCortex.AON_Human_2022_level2	Deep_layer_intratelencephalic	16928	-0.020115	-0.047953	0.010186	0.97585	1	1
59_Siletti_Hippocampus.HiT.CA4-DGC_Human_2022_level2	Medium_spiny_neuron	16948	0.016138	0.034734	0.0073831	0.014423	0.317306	1
59_Siletti_Hippocampus.HiT.CA4-DGC_Human_2022_level2	Splatter	16948	0.014087	0.024785	0.011802	0.11632	1	1
59_Siletti_Hippocampus.HiT.CA4-DGC_Human_2022_level2	Eccentric_medium_spiny_neuron	16948	0.0067606	0.014322	0.0076285	0.18775	1	1
59_Siletti_Hippocampus.HiT.CA4-DGC_Human_2022_level2	Deep_layer_corticothalamic_and_6b	16948	0.005109	0.010642	0.0064866	0.21546	1	1
59_Siletti_Hippocampus.HiT.CA4-DGC_Human_2022_level2	Astrocyte	16948	0.0050321	0.0077439	0.00707	0.23832	1	1
59_Siletti_Hippocampus.HiT.CA4-DGC_Human_2022_level2	CGE_interneuron	16948	0.0067809	0.011765	0.012853	0.2989	1	1
59_Siletti_Hippocampus.HiT.CA4-DGC_Human_2022_level2	Fibroblast	16948	0.0035602	0.0047247	0.0075464	0.31855	1	1
59_Siletti_Hippocampus.HiT.CA4-DGC_Human_2022_level2	MGE_interneuron	16948	0.0040342	0.0077801	0.010707	0.35317	1	1
59_Siletti_Hippocampus.HiT.CA4-DGC_Human_2022_level2	Deep_layer_intratelencephalic	16948	0.00084894	0.002026	0.0052828	0.43617	1	1
59_Siletti_Hippocampus.HiT.CA4-DGC_Human_2022_level2	Oligodendrocyte	16948	0.00030083	0.00046191	0.0066112	0.48185	1	1
59_Siletti_Hippocampus.HiT.CA4-DGC_Human_2022_level2	Ependymal	16948	-0.00049137	-0.0007665	0.0059853	0.53271	1	1
59_Siletti_Hippocampus.HiT.CA4-DGC_Human_2022_level2	Hippocampal_dentate_gyrus	16948	-0.0023812	-0.00472	0.0092165	0.60193	1	1
59_Siletti_Hippocampus.HiT.CA4-DGC_Human_2022_level2	Committed_oligodendrocyte_precursor	16948	-0.0024719	-0.0035321	0.0091874	0.60605	1	1
59_Siletti_Hippocampus.HiT.CA4-DGC_Human_2022_level2	LAMP5_LHX6_and_Chandelier	16948	-0.003983	-0.0077798	0.0097824	0.65805	1	1
59_Siletti_Hippocampus.HiT.CA4-DGC_Human_2022_level2	Upper_layer_intratelencephalic	16948	-0.0037352	-0.0078963	0.0078261	0.68341	1	1
59_Siletti_Hippocampus.HiT.CA4-DGC_Human_2022_level2	Vascular	16948	-0.0038543	-0.0050768	0.0074316	0.69799	1	1
59_Siletti_Hippocampus.HiT.CA4-DGC_Human_2022_level2	Miscellaneous	16948	-0.0053175	-0.0054321	0.0084791	0.73471	1	1
59_Siletti_Hippocampus.HiT.CA4-DGC_Human_2022_level2	Hippocampal_CA4	16948	-0.0055342	-0.012381	0.0081017	0.75272	1	1
59_Siletti_Hippocampus.HiT.CA4-DGC_Human_2022_level2	Oligodendrocyte_precursor	16948	-0.0058041	-0.0098176	0.0080203	0.76536	1	1
59_Siletti_Hippocampus.HiT.CA4-DGC_Human_2022_level2	Hippocampal_CA1_3	16948	-0.0063668	-0.0137	0.0082202	0.78069	1	1
59_Siletti_Hippocampus.HiT.CA4-DGC_Human_2022_level2	Microglia	16948	-0.0074559	-0.0091543	0.0074699	0.84088	1	1
59_Siletti_Hippocampus.HiT.CA4-DGC_Human_2022_level2	Upper_rhombic_lip	16948	-0.0071059	-0.010355	0.0066636	0.85687	1	1
60_Siletti_Hippocampus.HiH.HiT.Sub_Human_2022_level2	MGE_interneuron	16959	0.014593	0.024755	0.01311	0.13284	1	1
60_Siletti_Hippocampus.HiH.HiT.Sub_Human_2022_level2	Astrocyte	16959	0.0058914	0.0096477	0.0068298	0.19419	1	1
60_Siletti_Hippocampus.HiH.HiT.Sub_Human_2022_level2	Ependymal	16959	0.0043742	0.0078477	0.0054105	0.20942	1	1
60_Siletti_Hippocampus.HiH.HiT.Sub_Human_2022_level2	Splatter	16959	0.0081536	0.014596	0.011881	0.24628	1	1
60_Siletti_Hippocampus.HiH.HiT.Sub_Human_2022_level2	Hippocampal_dentate_gyrus	16959	0.006229	0.0086873	0.010789	0.28185	1	1
60_Siletti_Hippocampus.HiH.HiT.Sub_Human_2022_level2	CGE_interneuron	16959	0.0050191	0.0075638	0.013434	0.35435	1	1
60_Siletti_Hippocampus.HiH.HiT.Sub_Human_2022_level2	Miscellaneous	16959	0.0032862	0.0058374	0.013107	0.40102	1	1
60_Siletti_Hippocampus.HiH.HiT.Sub_Human_2022_level2	Upper_layer_intratelencephalic	16959	0.0025915	0.0050407	0.011445	0.41043	1	1
60_Siletti_Hippocampus.HiH.HiT.Sub_Human_2022_level2	Oligodendrocyte	16959	0.0016022	0.0022417	0.0072457	0.4125	1	1
60_Siletti_Hippocampus.HiH.HiT.Sub_Human_2022_level2	Fibroblast	16959	0.00087065	0.00098237	0.008562	0.4595	1	1
60_Siletti_Hippocampus.HiH.HiT.Sub_Human_2022_level2	LAMP5_LHX6_and_Chandelier	16959	0.0011347	0.001918	0.011627	0.46113	1	1
60_Siletti_Hippocampus.HiH.HiT.Sub_Human_2022_level2	Vascular	16959	-0.00023278	-0.00029465	0.0075602	0.51228	1	1
60_Siletti_Hippocampus.HiH.HiT.Sub_Human_2022_level2	Hippocampal_CA1_3	16959	-0.0017323	-0.0031065	0.011473	0.56001	1	1
60_Siletti_Hippocampus.HiH.HiT.Sub_Human_2022_level2	Deep_layer_near_projecting	16959	-0.0014363	-0.0028921	0.0089857	0.5635	1	1
60_Siletti_Hippocampus.HiH.HiT.Sub_Human_2022_level2	Committed_oligodendrocyte_precursor	16959	-0.0015485	-0.0023307	0.0085666	0.57172	1	1
60_Siletti_Hippocampus.HiH.HiT.Sub_Human_2022_level2	Amygdala_excitatory	16959	-0.003897	-0.0097816	0.0069395	0.71279	1	1
60_Siletti_Hippocampus.HiH.HiT.Sub_Human_2022_level2	Deep_layer_intratelencephalic	16959	-0.008819	-0.018877	0.01117	0.78509	1	1
60_Siletti_Hippocampus.HiH.HiT.Sub_Human_2022_level2	Microglia	16959	-0.0057576	-0.007291	0.0071185	0.79069	1	1
60_Siletti_Hippocampus.HiH.HiT.Sub_Human_2022_level2	Oligodendrocyte_precursor	16959	-0.0075632	-0.012832	0.0081549	0.82314	1	1
60_Siletti_Hippocampus.HiH.HiT.Sub_Human_2022_level2	Deep_layer_corticothalamic_and_6b	16959	-0.0109	-0.023824	0.010281	0.85545	1	1
61_Siletti_Hippocampus.HiH.CA1_Human_2022_level2	Eccentric_medium_spiny_neuron	16986	0.026577	0.060359	0.009773	0.0032735	0.06547	1
61_Siletti_Hippocampus.HiH.CA1_Human_2022_level2	Medium_spiny_neuron	16986	0.014061	0.033462	0.009478	0.06897	1	1
61_Siletti_Hippocampus.HiH.CA1_Human_2022_level2	CGE_interneuron	16986	0.011261	0.025082	0.010941	0.15168	1	1
61_Siletti_Hippocampus.HiH.CA1_Human_2022_level2	Astrocyte	16986	0.0067781	0.011077	0.0067611	0.15806	1	1
61_Siletti_Hippocampus.HiH.CA1_Human_2022_level2	Ependymal	16986	0.0040329	0.006555	0.0059838	0.25017	1	1
61_Siletti_Hippocampus.HiH.CA1_Human_2022_level2	MGE_interneuron	16986	0.006039	0.014109	0.01015	0.27593	1	1
61_Siletti_Hippocampus.HiH.CA1_Human_2022_level2	Splatter	16986	0.0065919	0.014408	0.011264	0.27921	1	1
61_Siletti_Hippocampus.HiH.CA1_Human_2022_level2	Oligodendrocyte	16986	0.0014594	0.0023366	0.0063402	0.40897	1	1
61_Siletti_Hippocampus.HiH.CA1_Human_2022_level2	LAMP5_LHX6_and_Chandelier	16986	0.0012551	0.0029284	0.009257	0.44607	1	1
61_Siletti_Hippocampus.HiH.CA1_Human_2022_level2	Fibroblast	16986	-0.00031473	-0.00040843	0.0076619	0.51638	1	1
61_Siletti_Hippocampus.HiH.CA1_Human_2022_level2	Vascular	16986	-0.00064322	-0.00083763	0.0074115	0.53458	1	1
61_Siletti_Hippocampus.HiH.CA1_Human_2022_level2	Committed_oligodendrocyte_precursor	16986	-0.0017619	-0.0028404	0.0081098	0.58599	1	1
61_Siletti_Hippocampus.HiH.CA1_Human_2022_level2	Amygdala_excitatory	16986	-0.0044954	-0.010679	0.011127	0.65689	1	1
61_Siletti_Hippocampus.HiH.CA1_Human_2022_level2	Microglia	16986	-0.0045059	-0.0060297	0.0068625	0.74428	1	1
61_Siletti_Hippocampus.HiH.CA1_Human_2022_level2	Oligodendrocyte_precursor	16986	-0.0053255	-0.009324	0.007522	0.76052	1	1
61_Siletti_Hippocampus.HiH.CA1_Human_2022_level2	Deep_layer_intratelencephalic	16986	-0.0071219	-0.017618	0.0090066	0.78545	1	1
61_Siletti_Hippocampus.HiH.CA1_Human_2022_level2	Hippocampal_CA1_3	16986	-0.0085302	-0.021003	0.0093758	0.81853	1	1
61_Siletti_Hippocampus.HiH.CA1_Human_2022_level2	Hippocampal_CA4	16986	-0.0053594	-0.014451	0.0053371	0.84234	1	1
61_Siletti_Hippocampus.HiH.CA1_Human_2022_level2	Miscellaneous	16986	-0.020332	-0.042328	0.012732	0.94484	1	1
61_Siletti_Hippocampus.HiH.CA1_Human_2022_level2	Deep_layer_corticothalamic_and_6b	16986	-0.017967	-0.042249	0.0098431	0.96602	1	1
62_Siletti_Hippocampus.HiH.CA1-3_Human_2022_level2	Medium_spiny_neuron	16985	0.008927	0.02711	0.0035344	0.0057773	0.1328779	1
62_Siletti_Hippocampus.HiH.CA1-3_Human_2022_level2	Eccentric_medium_spiny_neuron	16985	0.010864	0.022993	0.0088108	0.1088	1	1
62_Siletti_Hippocampus.HiH.CA1-3_Human_2022_level2	Splatter	16985	0.016518	0.029254	0.014111	0.12089	1	1
62_Siletti_Hippocampus.HiH.CA1-3_Human_2022_level2	Astrocyte	16985	0.010046	0.01094	0.009539	0.14613	1	1
62_Siletti_Hippocampus.HiH.CA1-3_Human_2022_level2	Ependymal	16985	0.0032868	0.0054231	0.0057663	0.28434	1	1
62_Siletti_Hippocampus.HiH.CA1-3_Human_2022_level2	CGE_interneuron	16985	0.005329	0.009251	0.01292	0.34	1	1
62_Siletti_Hippocampus.HiH.CA1-3_Human_2022_level2	MGE_interneuron	16985	0.0042087	0.0082018	0.011936	0.36219	1	1
62_Siletti_Hippocampus.HiH.CA1-3_Human_2022_level2	Oligodendrocyte	16985	0.00085088	0.00090447	0.0091649	0.46302	1	1
62_Siletti_Hippocampus.HiH.CA1-3_Human_2022_level2	Miscellaneous	16985	-0.001423	-0.0019528	0.015928	0.53559	1	1
62_Siletti_Hippocampus.HiH.CA1-3_Human_2022_level2	LAMP5_LHX6_and_Chandelier	16985	-0.0014926	-0.0028375	0.010497	0.55654	1	1
62_Siletti_Hippocampus.HiH.CA1-3_Human_2022_level2	Deep_layer_near_projecting	16985	-0.00098115	-0.0024588	0.0067153	0.55808	1	1
62_Siletti_Hippocampus.HiH.CA1-3_Human_2022_level2	Fibroblast	16985	-0.0016193	-0.0015403	0.010146	0.5634	1	1
62_Siletti_Hippocampus.HiH.CA1-3_Human_2022_level2	Hippocampal_dentate_gyrus	16985	-0.00401	-0.0096442	0.0088099	0.6755	1	1
62_Siletti_Hippocampus.HiH.CA1-3_Human_2022_level2	Hippocampal_CA4	16985	-0.0032944	-0.0077053	0.0064476	0.6953	1	1
62_Siletti_Hippocampus.HiH.CA1-3_Human_2022_level2	Amygdala_excitatory	16985	-0.0073401	-0.013196	0.012884	0.71556	1	1
62_Siletti_Hippocampus.HiH.CA1-3_Human_2022_level2	Microglia	16985	-0.0058057	-0.0054283	0.0094147	0.73127	1	1
62_Siletti_Hippocampus.HiH.CA1-3_Human_2022_level2	Oligodendrocyte_precursor	16985	-0.0069976	-0.00819	0.010526	0.7469	1	1
62_Siletti_Hippocampus.HiH.CA1-3_Human_2022_level2	Upper_layer_intratelencephalic	16985	-0.0074689	-0.017676	0.0099074	0.77453	1	1
62_Siletti_Hippocampus.HiH.CA1-3_Human_2022_level2	Vascular	16985	-0.0068607	-0.0083969	0.0075474	0.81832	1	1
62_Siletti_Hippocampus.HiH.CA1-3_Human_2022_level2	Committed_oligodendrocyte_precursor	16985	-0.01121	-0.013311	0.010188	0.8644	1	1
62_Siletti_Hippocampus.HiH.CA1-3_Human_2022_level2	Deep_layer_corticothalamic_and_6b	16985	-0.021458	-0.044603	0.011753	0.96605	1	1
62_Siletti_Hippocampus.HiH.CA1-3_Human_2022_level2	Hippocampal_CA1_3	16985	-0.021224	-0.046267	0.010756	0.97576	1	1
62_Siletti_Hippocampus.HiH.CA1-3_Human_2022_level2	Deep_layer_intratelencephalic	16985	-0.023787	-0.053574	0.011636	0.97953	1	1
63_Siletti_Hippocampus.HiH.CA1-CA3_Human_2022_level2	Ependymal	16975	0.0080416	0.013366	0.0058996	0.086439	1	1
63_Siletti_Hippocampus.HiH.CA1-CA3_Human_2022_level2	Astrocyte	16975	0.0083288	0.012423	0.0075856	0.13611	1	1
63_Siletti_Hippocampus.HiH.CA1-CA3_Human_2022_level2	Committed_oligodendrocyte_precursor	16975	0.0085847	0.01142	0.0088143	0.16505	1	1
63_Siletti_Hippocampus.HiH.CA1-CA3_Human_2022_level2	MGE_interneuron	16975	0.0077864	0.016641	0.010348	0.22591	1	1
63_Siletti_Hippocampus.HiH.CA1-CA3_Human_2022_level2	CGE_interneuron	16975	0.0077762	0.015595	0.011702	0.25319	1	1
63_Siletti_Hippocampus.HiH.CA1-CA3_Human_2022_level2	Fibroblast	16975	0.003587	0.0048119	0.0073115	0.31186	1	1
63_Siletti_Hippocampus.HiH.CA1-CA3_Human_2022_level2	Hippocampal_dentate_gyrus	16975	0.0034394	0.0073363	0.0093044	0.35582	1	1
63_Siletti_Hippocampus.HiH.CA1-CA3_Human_2022_level2	Oligodendrocyte	16975	0.0028738	0.0038416	0.0079089	0.35817	1	1
63_Siletti_Hippocampus.HiH.CA1-CA3_Human_2022_level2	Splatter	16975	0.002901	0.0056735	0.010368	0.38981	1	1
63_Siletti_Hippocampus.HiH.CA1-CA3_Human_2022_level2	Vascular	16975	0.0004461	0.00059281	0.0075259	0.47637	1	1
63_Siletti_Hippocampus.HiH.CA1-CA3_Human_2022_level2	Hippocampal_CA4	16975	-0.00021648	-0.00050581	0.0085587	0.51009	1	1
63_Siletti_Hippocampus.HiH.CA1-CA3_Human_2022_level2	Upper_rhombic_lip	16975	-0.0011644	-0.0020671	0.0048244	0.59536	1	1
63_Siletti_Hippocampus.HiH.CA1-CA3_Human_2022_level2	LAMP5_LHX6_and_Chandelier	16975	-0.0023209	-0.0050581	0.0089491	0.60231	1	1
63_Siletti_Hippocampus.HiH.CA1-CA3_Human_2022_level2	Oligodendrocyte_precursor	16975	-0.0048716	-0.0075406	0.0086945	0.71236	1	1
63_Siletti_Hippocampus.HiH.CA1-CA3_Human_2022_level2	Deep_layer_intratelencephalic	16975	-0.0031234	-0.0081179	0.0052967	0.7223	1	1
63_Siletti_Hippocampus.HiH.CA1-CA3_Human_2022_level2	Microglia	16975	-0.0054313	-0.006362	0.0081506	0.74741	1	1
63_Siletti_Hippocampus.HiH.CA1-CA3_Human_2022_level2	Upper_layer_intratelencephalic	16975	-0.0071416	-0.014614	0.008881	0.78934	1	1
63_Siletti_Hippocampus.HiH.CA1-CA3_Human_2022_level2	Hippocampal_CA1_3	16975	-0.0067144	-0.015936	0.008199	0.79358	1	1
63_Siletti_Hippocampus.HiH.CA1-CA3_Human_2022_level2	Deep_layer_corticothalamic_and_6b	16975	-0.0089624	-0.020576	0.0088682	0.84389	1	1
63_Siletti_Hippocampus.HiH.CA1-CA3_Human_2022_level2	Miscellaneous	16975	-0.011013	-0.018417	0.01024	0.85892	1	1
64_Siletti_Hippocampus.HiH.DG-CA4_Human_2022_level2	Astrocyte	16811	0.007756	0.013048	0.0069417	0.13194	1	1
64_Siletti_Hippocampus.HiH.DG-CA4_Human_2022_level2	MGE_interneuron	16811	0.008067	0.015892	0.0095968	0.2003	1	1
64_Siletti_Hippocampus.HiH.DG-CA4_Human_2022_level2	Ependymal	16811	0.0036133	0.0064599	0.0053997	0.2517	1	1
64_Siletti_Hippocampus.HiH.DG-CA4_Human_2022_level2	CGE_interneuron	16811	0.006303	0.01167	0.010056	0.2654	1	1
64_Siletti_Hippocampus.HiH.DG-CA4_Human_2022_level2	Upper_rhombic_lip	16811	0.0016887	0.003785	0.0032569	0.30206	1	1
64_Siletti_Hippocampus.HiH.DG-CA4_Human_2022_level2	Hippocampal_dentate_gyrus	16811	0.0029081	0.0062645	0.0081221	0.36016	1	1
64_Siletti_Hippocampus.HiH.DG-CA4_Human_2022_level2	LAMP5_LHX6_and_Chandelier	16811	0.0011374	0.0023181	0.0086335	0.4476	1	1
64_Siletti_Hippocampus.HiH.DG-CA4_Human_2022_level2	Oligodendrocyte	16811	0.00074448	0.0011397	0.0068982	0.45703	1	1
64_Siletti_Hippocampus.HiH.DG-CA4_Human_2022_level2	Hippocampal_CA4	16811	0.00051836	0.0013032	0.0062515	0.46696	1	1
64_Siletti_Hippocampus.HiH.DG-CA4_Human_2022_level2	Committed_oligodendrocyte_precursor	16811	0.00056217	0.0010381	0.0073664	0.46958	1	1
64_Siletti_Hippocampus.HiH.DG-CA4_Human_2022_level2	Vascular	16811	-0.0006022	-0.00085945	0.0070369	0.5341	1	1
64_Siletti_Hippocampus.HiH.DG-CA4_Human_2022_level2	Splatter	16811	-0.0020754	-0.0038485	0.007525	0.60864	1	1
64_Siletti_Hippocampus.HiH.DG-CA4_Human_2022_level2	Fibroblast	16811	-0.0026727	-0.0035425	0.0077067	0.63563	1	1
64_Siletti_Hippocampus.HiH.DG-CA4_Human_2022_level2	Deep_layer_corticothalamic_and_6b	16811	-0.0033656	-0.0082331	0.0058064	0.71892	1	1
64_Siletti_Hippocampus.HiH.DG-CA4_Human_2022_level2	Oligodendrocyte_precursor	16811	-0.0064278	-0.011691	0.0080632	0.78732	1	1
64_Siletti_Hippocampus.HiH.DG-CA4_Human_2022_level2	Microglia	16811	-0.0054979	-0.0078749	0.0065806	0.79827	1	1
64_Siletti_Hippocampus.HiH.DG-CA4_Human_2022_level2	Miscellaneous	16811	-0.0058536	-0.0073506	0.0069391	0.80054	1	1
64_Siletti_Hippocampus.HiH.DG-CA4_Human_2022_level2	Hippocampal_CA1_3	16811	-0.0087794	-0.019732	0.0075267	0.87827	1	1
65_Siletti_Hippocampus.HiB-RostralCA1-CA3_Human_2022_level2	Medium_spiny_neuron	16896	0.0055936	0.014727	0.0039667	0.079258	1	1
65_Siletti_Hippocampus.HiB-RostralCA1-CA3_Human_2022_level2	Astrocyte	16896	0.0098969	0.013734	0.0078014	0.1023	1	1
65_Siletti_Hippocampus.HiB-RostralCA1-CA3_Human_2022_level2	Ependymal	16896	0.0077116	0.011439	0.0060822	0.10243	1	1
65_Siletti_Hippocampus.HiB-RostralCA1-CA3_Human_2022_level2	Choroid_plexus	16896	0.0025614	0.0063059	0.0033202	0.22022	1	1
65_Siletti_Hippocampus.HiB-RostralCA1-CA3_Human_2022_level2	CGE_interneuron	16896	0.0079445	0.015908	0.011977	0.25356	1	1
65_Siletti_Hippocampus.HiB-RostralCA1-CA3_Human_2022_level2	Upper_layer_intratelencephalic	16896	0.0061658	0.012965	0.0095911	0.26016	1	1
65_Siletti_Hippocampus.HiB-RostralCA1-CA3_Human_2022_level2	Splatter	16896	0.0066407	0.013405	0.010652	0.26652	1	1
65_Siletti_Hippocampus.HiB-RostralCA1-CA3_Human_2022_level2	MGE_interneuron	16896	0.0051635	0.011244	0.010112	0.30481	1	1
65_Siletti_Hippocampus.HiB-RostralCA1-CA3_Human_2022_level2	Oligodendrocyte	16896	0.0026948	0.0033696	0.0079309	0.36701	1	1
65_Siletti_Hippocampus.HiB-RostralCA1-CA3_Human_2022_level2	Hippocampal_dentate_gyrus	16896	0.0019372	0.0040114	0.0089651	0.41447	1	1
65_Siletti_Hippocampus.HiB-RostralCA1-CA3_Human_2022_level2	Miscellaneous	16896	0.0020391	0.0026929	0.011574	0.43008	1	1
65_Siletti_Hippocampus.HiB-RostralCA1-CA3_Human_2022_level2	Committed_oligodendrocyte_precursor	16896	0.00082832	0.0011628	0.0081793	0.45967	1	1
65_Siletti_Hippocampus.HiB-RostralCA1-CA3_Human_2022_level2	LAMP5_LHX6_and_Chandelier	16896	-0.00051009	-0.0011146	0.0092822	0.52191	1	1
65_Siletti_Hippocampus.HiB-RostralCA1-CA3_Human_2022_level2	Fibroblast	16896	-0.00091004	-0.0010266	0.0085232	0.54251	1	1
65_Siletti_Hippocampus.HiB-RostralCA1-CA3_Human_2022_level2	Vascular	16896	-0.0017951	-0.0020448	0.0083751	0.58486	1	1
65_Siletti_Hippocampus.HiB-RostralCA1-CA3_Human_2022_level2	Amygdala_excitatory	16896	-0.0014853	-0.003557	0.0045972	0.62669	1	1
65_Siletti_Hippocampus.HiB-RostralCA1-CA3_Human_2022_level2	Oligodendrocyte_precursor	16896	-0.0043396	-0.0062204	0.0090474	0.68426	1	1
65_Siletti_Hippocampus.HiB-RostralCA1-CA3_Human_2022_level2	Deep_layer_near_projecting	16896	-0.0043321	-0.0094538	0.0082713	0.69977	1	1
65_Siletti_Hippocampus.HiB-RostralCA1-CA3_Human_2022_level2	Eccentric_medium_spiny_neuron	16896	-0.0023271	-0.0051847	0.0043923	0.70188	1	1
65_Siletti_Hippocampus.HiB-RostralCA1-CA3_Human_2022_level2	Microglia	16896	-0.0054531	-0.0058314	0.0085234	0.73884	1	1
65_Siletti_Hippocampus.HiB-RostralCA1-CA3_Human_2022_level2	Hippocampal_CA4	16896	-0.0052525	-0.011466	0.0074713	0.75897	1	1
65_Siletti_Hippocampus.HiB-RostralCA1-CA3_Human_2022_level2	Hippocampal_CA1_3	16896	-0.0069454	-0.016198	0.0080578	0.80564	1	1
65_Siletti_Hippocampus.HiB-RostralCA1-CA3_Human_2022_level2	Upper_rhombic_lip	16896	-0.0047521	-0.010739	0.0037228	0.8991	1	1
